date,date_posted,text,Subjectivity,Polarity,Analysis
2020-10-07 21:59:00,1 hour ," Oh now Donna B, the dingbat who got caught slipping the debate questions to Hillary, thinks Kamala did great. LOL.",0.5166666666666666,0.5,Positive
2020-10-07 21:59:00,1 hour ," Another zinger Pence got in was when Harris said the tired ole ""200,000 people havedied under Trump"" (as if it wasn't china who started theplague) and Pence responded with ""under Biden's plan, the experts say 2.2 million people would havedied""",0.7,-0.4,Negative
2020-10-07 21:59:00,1 hour , The pick that was just sent out by ( is already up yuge! Check it out!,0.0,0.0,Neutral
2020-10-07 21:59:00,1 hour , Jeez Pence wiped the floor with Kamala.,0.0,0.0,Neutral
2020-10-07 21:59:00,1 hour , Kamala looks mad. Almost like Willie Brown finished before she did!!!,1.0,-1.0,Negative
2020-10-07 20:59:00,2 hours , well i see a solid green day tomorrow.........this woman has completely destroyed any chance of hiden biden winning...TRUMP PENCE ALL THE WAY......4 MORE YEARS,0.325,0.1,Positive
2020-10-07 17:59:00,5 hours , Just NOW:,0.0,0.0,Neutral
2020-10-07 21:59:00,1 hour , I knew Pence was good! But wowza. He absolutely stomped this woman,0.75,0.5375,Positive
2020-10-07 20:59:00,2 hours ," Here we go.....""headaches"". She detracts from answering anything. Pence is the most honest politician I've ever heard. She does nothing but spread divide.",0.7,0.55,Positive
2020-10-07 21:59:00,1 hour , Kamala biden 2-0,0.0,0.0,Neutral
2020-10-07 21:59:00,1 hour , Kamala said joe has a track record of uniting dahhhhhh your swamp has been doing noting more than divide,0.5,0.5,Positive
2020-10-07 20:59:00,2 hours , At the end of debate seems like her face is growing longer.,0.0,0.0,Neutral
2020-10-07 21:59:00,1 hour , Trump Pence is past tense. Trump is going to jail.,0.25,-0.22777777777777775,Negative
2020-10-07 21:59:00,1 hour , Vote Biden Harris. Super spreader Trump is finished.,0.6666666666666666,0.3333333333333333,Positive
2020-10-07 20:59:00,2 hours , What kind of coverage that we have under Obamacare. Except for if we didnt buy it we were CHARGED $$ from the IRS.,0.9,0.6,Positive
2020-10-07 20:59:00,2 hours , Can someone tell me why they're setting down for this debate?,0.2888888888888889,-0.15555555555555559,Negative
2020-10-07 20:59:00,2 hours ," WOW PENCE DID AN AMAZING JOB, I DIDN'T EVEN KNOW HE TALKED. AMAZING!! TRUMP 2020 !!",0.9333333333333332,0.5666666666666668,Positive
2020-10-07 20:59:00,2 hours , Remember when nobama jammed the unaffordable care act through congress when thedems had super majorities in both houses?,0.6333333333333333,0.11666666666666665,Positive
2020-10-07 20:59:00,2 hours , Lol. Biden saved the Auto Industry! She is delusional,0.7,1.0,Positive
2020-10-07 20:59:00,2 hours , China virus was in China and Europe before it came to the US. It was all over the news. You have to be a big Libtard no to see the threat here in the US before.,0.1,0.0,Neutral
2020-10-07 20:59:00,2 hours , Kamala said she and diaper Biden has the support of everyone hahahahaha everyone in the swamp she means,0.6,0.2,Positive
2020-10-07 20:59:00,2 hours , Here we go again,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," Dimms want a one party system. Repubs, conservative ones, want to maintain a two party (or more) system because they believe the US Constitution is correct in the separation of powers because no single human or small group of humans can be trusted for long when given power. A single party system will be the end of the USA. ",0.30476190476190473,0.02738095238095238,Positive
2020-10-07 20:59:00,2 hours , IT IS WELL KNOWN THAT IN DEMOC RATS CITIES POLICE IS ORDERED TO GIVE OUT LOADS OF TICKETS,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," Must have made a good point,took my post down",0.44444444444444453,0.2722222222222222,Positive
2020-10-07 20:59:00,2 hours ," If you make a battery better, you dont sell as many replacements you dont make as much money.A lot of money in the automotive business which I work in, is made in warranty parts.",0.39999999999999997,0.39999999999999997,Positive
2020-10-07 05:59:00,17 hours ," Lots of shorts in this board, why? Because there is a concerted effort to manipulate the stock by certain companies who stand to loose. Conspiracy theory? I dont think so. In the past technology that would help electric car manufacturer where bought by these companies just to be lockup in their closet never to be used. Some of these technology cost billions of dollars and was never used or released only when those electric car companies went belly up. The technology revolves around battery mileage...can you believe there where technology way back that would have made batteries range to 300 miles? There are a total of 50 electric companies that failed in the past. The tactics used was to heavily short the stock, release so called electric car models that are similar in name to the competition to muddy the waters a bit and kill the model once the EV company is out of business. Yup you heard it and you can google that stuff too. Not only they killed their own EV models but they also made sure not a single car exist (by crushing it) except in a museum....now that takes a lot of effort.",0.5058646214896214,0.02956730769230769,Positive
2020-09-28 22:59:00,9 days , Live of typical Bernie Dorx after selection of Bi-Den .,0.5,-0.015151515151515152,Negative
2020-10-07 20:59:00,2 hours , Stick a fork in her. She's done (even if she will never admit it).,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," KAMALA IS MENTIONING POLICE VIOLENCE, BUT WHAT KIND OF CITY THESE POLICEMEN WORKED AT DEMOC RATS",0.9,0.6,Positive
2020-10-07 20:59:00,2 hours , Joe and Kamala will pack the Supreme Court.,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , KAMALA 1864 MUAHAHAHAH ANSWER THE QUESTION KAMALA YOU JUST READ THAT YOU NEVER READ THE FEDERALIST PAPERS TALKING HISTORY OUT OF CONTEXT IS A DEMAGOGUES PLOY,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," Trump needs four more years, to continue to $%$ off liberals",0.5,0.5,Positive
2020-10-07 20:59:00,2 hours ," No matter what you say or lie, we have the highest infection and highest death in the whole world.",0.4,0.2,Positive
2020-10-07 14:59:00,8 hours ," CORONAVIRUS PANDEMIC is GETTING WORSE, but the WORST is YET TO COME!",0.8,-0.7,Negative
2020-10-07 20:59:00,2 hours ," Why do the large media oligarchs, why do the large hedge funds, why do the large billionaire investment funds, why do all these privileged groups hate Elon Musk's style of sharing information publicly that puts the super privileged billionaires on the same footing as the mom and pop families of small retail investors? Because he destroys their privileged positions of receiving the information through their controlled channels and then buying and selling their shares before sharing it with the moms and pops retail investors.",0.43050595238095235,-0.009226190476190492,Negative
2020-10-07 20:59:00,2 hours ," AS PENCIE SAID I COULD NOT BE MORE PROUD ON OUR AMERICAN BROTHERS AND SISTERS THEY ALL CAN'T STAND KAMALA AND DIAPER JOE , JUST LOOK AT THE THUMBS UP O THESE COMMENTS HERE .....",0.5,0.43333333333333335,Positive
2020-10-07 20:59:00,2 hours ," Listen kids, they'll cut 10k off your 250k student loan. That's the deal with Joe Biden.",0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , ,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , KAMALA SAID BIDEN IS A PRACTICING CATHOLIC MEANWHILE HIM AND HIS BUDDY THE MULAH OBAMA SEND MONEY TO TERRORIST IN IRAN THAT HATE OTHER RELIGIONS SPECIFICALLY CATHOLICS AND CHRISTIANS AND CALL HE HERETICS . COME ON KAMALA LA MALA,0.4583333333333333,-0.30833333333333335,Negative
2020-10-07 20:59:00,2 hours , You're right Kamala. Were still voting. Still voting Trump.,0.5357142857142857,0.2857142857142857,Positive
2020-10-07 20:59:00,2 hours , You would think that if Tesla was a real tech company they would be able to find out who is leaking these emails to the press but do they want to. That is why Tesla is no more than a auto company and should be priced as one.,0.47500000000000003,0.15,Positive
2020-10-07 20:59:00,2 hours , America needs law and order and a STRONG Military!!!,0.41666666666666663,0.11901041666666665,Positive
2020-10-07 20:59:00,2 hours ," i wouldn't worry about it republicons, your minds are made up already but the good folks in these swing states will see through Dumps/Fence's lies and the unemployment and do whats necessary to fix the problems by getting rid of those that created the trump flu and its impact.",0.8,0.35,Positive
2020-10-07 20:59:00,2 hours , American people deserve to know the truth. No they will not panic....you Clown,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," You make a battery better,you dont sell as many",0.5,0.5,Positive
2020-10-07 20:59:00,2 hours , KAMALA FINDS IT AWFUL WHAT HAPPENED TO THE MILLER FAMILY BUT HER BOYFRED OBAMA SEND THE IRANIANS 1.7 BILLION DOLLARS SO THEY CAN BUY MORE ROCKETS TO FIRE UPON OUR FRINDS,0.75,-0.25,Negative
2020-10-07 20:59:00,2 hours , No we passed green deal nonsense and entered serious stuff. Looks like laughing gas is wearing off. She is choking again.,0.4833333333333333,-0.26666666666666666,Negative
2020-10-07 20:59:00,2 hours , Only one wants this green new deal is AOC,0.4636363636363637,0.03409090909090909,Positive
2020-10-07 19:59:00,3 hours , I heard Harris is terrible. Im not bothering to watch. But even democrats are texting me saying wow. Shes really bad.,0.8888888888888888,-0.5333333333333333,Negative
2020-10-07 20:59:00,2 hours , KAMALA SAID BIDEN IS RESPONSIBLE FOR SAVING THE AUTOO INDUSTRY HAHAHAHAHAH,0.55,0.2,Positive
2020-10-07 20:59:00,2 hours , KAMALA AND HER FRIENDS HAHAHAH UKRAINE PASS ME A BILLION FOR LITTLE BIDEN LETS CLEAN AID MONEY AND SEND IT TO ANTIFA,0.6000000000000001,0.08958333333333335,Positive
2020-10-07 20:59:00,2 hours , pence is wiping the floor,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , Why do we need to ban fracking??? Really?!!!!,0.2,0.48828125,Positive
2020-10-07 20:59:00,2 hours ," ""Keep them in check"" Gotta love that Democrat control agenda.",0.6,0.5,Positive
2020-10-07 20:59:00,2 hours ," So if you as a ceo own 34 million shares of your company and a email gets leaked that you as the ceo wrote ,moves the stock price upward so that you as ceo gained substantionally in your net worth would that not be considered illegal. Just asking for a friend.",0.4,0.09999999999999998,Positive
2020-10-07 20:59:00,2 hours , Anyone else get blocked on posts?,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Why do we need a vaccine? When Trump is showing that certain meds work magic. No vaccines. We all know what the flu vaccine does. Absolutely NOTHING. You get the shot and then find out it doesnt protect against the strain of the year. NO THANKS,0.6678571428571429,0.2035714285714286,Positive
2020-10-07 20:59:00,2 hours , ITS THE CHINA VIRUS,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , So sick of her riding on her woman of color,0.8571428571428571,-0.7142857142857143,Negative
2020-10-07 20:59:00,2 hours , She continously back tracks before saying anything of substance. This is embarrassing. She needs to leave.,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , JOE BIDEN DID NOT SAVE THE AMERICAN AUTO INDUSTRY. Jeez what a lie. Kamala you're going to need to step it up. Stop lying.,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , She really needs to wash that hair!!,0.2,0.3125,Positive
2020-10-07 20:59:00,2 hours , LMAO,1.0,0.6,Positive
2020-10-07 20:59:00,2 hours , she was like pence your the head of the task force how come there are 210k deaths...no answer to that one...bye bye,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," If Tesla increases production by 20%, it will need to drop prices by 40% to move them.",0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours ," Green new fail.... how hilarious is that proposition when our regular infrastructureroads, bridges, water treatment, airports, etcare all shoddier than the rest of the developed worlds.... how about just a regular new deal idiots",0.4181041181041182,-0.06969696969696972,Negative
2020-10-07 20:59:00,2 hours , I hope Kamala is fact checked this evening. Mostly everything out of her mouth is propaganda and tear jerk attempts. The American populace needs leadership not fear.,0.19999999999999998,0.13333333333333333,Positive
2020-10-07 20:59:00,2 hours , Pence for president 2024,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , KAMALA HAS NO CLUE --- NEVER HEARD SO MUCH BULL PUT TOGETHER,0.2,0.2,Positive
2020-10-07 20:59:00,2 hours , If Kamala is a person of color why does she seem so white? Gem from an old school friend,0.1,0.05,Positive
2020-10-07 20:59:00,2 hours , How did you guys get your comments about how the VP 8s kicking behind on here. I mentioned him and Yahoo removed my post.,0.7,-0.4,Negative
2020-10-07 20:59:00,2 hours ," Musk is better than all these......., he should be the next US president. He will make sure  leads the world unbearable like Tesla",0.46296296296296297,0.3333333333333333,Positive
2020-10-07 20:59:00,2 hours , KAMALA LOST SHE IS LYING FROM EAR TO EAR - GREEN NEW DEAL WILL BAN FRACKING BUT SHE IS DENYING IT SHE IS A LIAR,0.37727272727272726,-0.03181818181818183,Negative
2020-10-07 20:59:00,2 hours ," Now I understand why they call her ""Heels Up Harris""",0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , If musky doesnt like short traders maybe he should take tesla private then him and his little fan boys can have a circle jerk. The reason Musky does not do this he would not have the access to capital that he gets from the markets.,0.39166666666666666,-0.0625,Negative
2020-10-07 20:59:00,2 hours , Can not wait to see $450,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , Exactly!,0.25,0.3125,Positive
2020-10-07 20:59:00,2 hours , Mike Pence Owns! TRUMP/PENCE 2020!!!!!,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , Green Raw Deal = 100 TRILLION dollars.,0.38076923076923075,-0.2153846153846154,Negative
2020-10-07 20:59:00,2 hours ," What is a Green Deal ? Under Fogey administration you get shafted and your face will turn Green. That's the deal , man.",0.3,-0.2,Negative
2020-10-07 20:59:00,2 hours ," Yes yes...now tell us...what is ""Joes plan""?",0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , I PENCE!! Wow!!,1.0,0.15625,Positive
2020-10-07 20:59:00,2 hours , kamala is killing it...I would vote for her,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours ," Her voice is breaking, she is clearly choking, smiles when she not supposed to etc. does she look ready to trounce Bi-Den Fogey Old Man in time of need ?",0.3611111111111111,0.13333333333333333,Positive
2020-10-07 19:59:00,3 hours , She acts like booker,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , Did she just say the Repubs were coming for us?? Lol wow. Nothing but fear mongering Democrat propaganda. Stop spreading fear!,0.6,0.25833333333333336,Positive
2020-10-07 12:59:00,10 hours , ready for liftoff,0.5,0.2,Positive
2020-10-07 20:59:00,2 hours , Kamala lost,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Kamala looks like a Bufoon already.,0.0,0.0,Neutral
2020-10-07 20:59:00,2 hours , Wow Yahoo blocking all my posts.,1.0,0.1,Positive
2020-10-07 20:59:00,2 hours ," WHY WHY WHY Does she have to keep emphasizing she is a woman of color?? We can all SEE The color of a persons skin does NOT MATTER KAMALAIt?s the morals, class and integrity that matters. So..,whether you?re white, black or purple. NOONE CARES!!!! NOONE. Sick of this $%$",0.43015873015873013,-0.37372891865079366,Negative
2020-10-07 20:59:00,2 hours , GOP is always good for business. Common knowledge.,0.55,0.19999999999999998,Positive
2020-10-07 20:59:00,2 hours , Is today is another left side to sit with the $%$,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Pence is a true patriot and such a great American,0.475,0.2875,Positive
2020-10-07 19:59:00,3 hours , Omg I didn't know debt means you owe someone something,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours ," If the my do in fact hit 180k cars in Q4, which is what they need to do to hit 500k. That implies almost 1 million cars next year!",0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Wait from health records to taxes?????? Kamala is going to cost Joe his entire campaign lol,0.6625,0.4,Positive
2020-10-07 19:59:00,3 hours , why cant any politician actually answer a question,0.1,0.0,Neutral
2020-10-07 19:59:00,3 hours , Today was a GREAT DAY!!!.....100 more Shares of TESLA bought in the Dip!!...Thanks to those weak hands that sold it to me!,0.625,0.27708333333333335,Positive
2020-10-07 19:59:00,3 hours ," So Swine Flu happened under Joe Bidens watch. Joe's failed us before, he'll fail us again.",0.29999999999999993,-0.5,Negative
2020-10-07 19:59:00,3 hours , I dont want a vaccine.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours ," ""stop playing politics with american lives"" unbelievable about pence. now he's blabbing about swine flu. lolol you can't make this up.",0.6,0.18333333333333335,Positive
2020-10-07 19:59:00,3 hours ," 1200 for 2021, here we come.",0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , CNN = Communist News Network.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Kamala about to get bodied.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , She sounds terrified to take a Democrat Covid cure.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , It is ok not to be rich. Nothing wrong with that. But when claim to be rich while you are not......show me your tax file so I can believe you.,0.725,0.1875,Positive
2020-10-07 19:59:00,3 hours , DONE. Kamala is going to cost Joe his campaign.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Pence is amazing,0.9,0.6000000000000001,Positive
2020-10-07 19:59:00,3 hours , love the dramatic emphasis of nonsense in pence's voice everytime he talks about 200 000 deaths.,0.6,0.033333333333333354,Positive
2020-10-07 19:59:00,3 hours , He is destroying her!,0.0,-0.25,Negative
2020-10-07 19:59:00,3 hours , Mike Pence looks better talking than clown Trump,0.5,0.5,Positive
2020-10-07 19:59:00,3 hours , You think you panicked when you couldnt find toilet paper?,0.0,-0.03333333333333333,Negative
2020-10-07 18:59:00,4 hours , NOVEMBER IS GOING TO BE A DREAM COME TRUE WHEN BIDEN ABSOLUTELY SLAUGHTERS THE ORANGEMAN!!!!!!,0.775,0.5564697265625,Positive
2020-10-07 19:59:00,3 hours , Ding ding ding,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours ," So I ask again to the longs. Why does Tesla not use the news wires like any other company does. Why all the leaked emails and stupid twitter remarks after hours. Has Tesla got something to hide. Is it just to juice the stock price. I dont see Amazon's CEO going on twitter making claims of what the company might do, that is why Tesla will fail if the SEC had any balls and shut down the leaked emails and twitter comments. This is material information that should be going out threw the proper channels.",0.4439814814814815,-0.2800925925925926,Negative
2020-10-07 19:59:00,3 hours , Wow. Destroyed in the first minute. RIP Biden.,0.6666666666666666,0.175,Positive
2020-10-06 22:59:00,1 day, Cuban Americans have great instincts and are overwhelmingly against socialism's spreading in USA. Guess they don't like Mini Lenin and Nadhezda Krupskaya Cortez anywhere near WH.,0.7166666666666667,0.46666666666666673,Positive
2020-10-07 19:59:00,3 hours , for a guy who doesn't take precautions against covid he was really pampered.,0.2,0.2,Positive
2020-10-07 19:59:00,3 hours , Joe Biden has a plan folks. After 47 years of nothing...he has a plan. What a joke.,0.0,0.0,Neutral
2020-10-07 19:59:00,3 hours , Kamala sounds like a robot.,0.0,0.0,Neutral
2020-10-07 14:59:00,8 hours , One of these days TSLA is going to have a strong 15% move up. It is coming.,0.7333333333333333,0.4333333333333333,Positive
2020-08-07 22:59:00,61 days ," Yamaha's new compact electric motors are lighter, more compact and years ahead of Tesla. Dispelling Tesla's so called advantage one lemming at a time.",0.4772727272727273,0.3181818181818182,Positive
2020-10-07 19:59:00,3 hours , There are 1000s of stocks to choose from and this 1 free service helps you narrow it down and select the best one. Just go to ,0.4472222222222223,0.2611111111111111,Positive
