date,date_posted,text,Subjectivity,Polarity,Analysis
2020-10-09 12:46:00,12 hours , one more political question .... michelle obama was on national tv saying that about 75 % of our country is racist . soooooo about 50 million caucasians voted for her husband twice !!!!! wow ! she also said the climate change under donald trump is sooooo bad the waters are rising faster than ever ! really ??? so you and barack bought 12 thousand square foot house right on the ocean on martha's vineyard ! read this fast cause its comin down quick haha,0.46912698412698406,0.08849206349206351,Positive
2020-10-09 16:46:00,8 hours , nice and pretty steady today mates. i wish they filled my order at $199 though. next week? lol,0.6833333333333332,0.36944444444444446,Positive
2020-10-09 15:46:00,9 hours ," @ tammy you posted below - jobless claims: another 840,000 americans filed new unemployment claims last week. do you know - harvard university teaches their students on day one  you are not here to get a harvard certificate so you can easily get a good job, you are here today because you want to create job, not looking for a job upon graduate. dale carnegie once said  if you want to conquer fear, don't sit home and think about it. go out and get busy. profits are better than wages.",0.45909090909090905,0.3116161616161616,Positive
2020-10-09 12:46:00,12 hours , what are your thoughts on green power motors?,0.3,-0.2,Negative
2020-10-09 12:46:00,12 hours , can we get politics off this thread please...let's focus on tesla.,0.0,0.0,Neutral
2020-10-09 20:46:00,4 hours , vw id just positively smashing the m3.... and so it begins.... what musk didnt understand....real ev buyers are pinched faced frugal amal retentives who dont want luxury or status....they loved the prius dude. thats the buyer...and they want subaru and vw evs.,0.6727272727272727,0.4636363636363636,Positive
2020-10-09 20:46:00,4 hours ," look at 1-month chart, the stock did not move.",0.0,0.0,Neutral
2020-10-09 18:46:00,6 hours , trump 44% president biden 56%.....american people are angry at the republicans as ted cruz said today on cnbc,1.0,-0.5,Negative
2020-10-09 19:46:00,5 hours , every company elon owns can make any average joe rich.,0.575,0.1125,Positive
2020-10-09 19:46:00,5 hours , the clown is slipping away,0.1,-0.1,Negative
2020-10-09 19:46:00,5 hours , ted cruz: republicans could face 'bloodbath of watergate proportions' on election day,0.0,0.0,Neutral
2020-10-09 10:46:00,14 hours , felon and kimball the early years,0.3,0.1,Positive
2020-10-09 19:46:00,5 hours ," iran bombed our baghdad embassy today, again.",0.0,0.0,Neutral
2020-10-09 19:46:00,5 hours , a korean millenial lit fire to a tower high rise in korea because their kia ev was recalled.,0.5399999999999999,0.16,Positive
2020-10-09 19:46:00,5 hours , $%$ up. besides being included into the s&p is no big deal. we made it to $2200 per share without being in the shet$%$ now lets talk about who wants to do pelosi dammit. the woman is a cougar with huge brackets. c'mon men!!!!!!!!,0.3666666666666667,0.39999999999999997,Positive
2020-10-09 19:46:00,5 hours , we will fly monday trump back in action.,0.3333333333333333,0.3,Positive
2020-10-09 19:46:00,5 hours , after hours close went as high as the day's high.,0.5399999999999999,0.16,Positive
2020-10-09 18:46:00,6 hours , trump has been cleared to start his campaigning again.,0.0,0.0,Neutral
2020-10-09 18:46:00,6 hours , sorry mates pcg burned tsla's plan just now. sell yours for $199,1.0,-0.5,Negative
2020-10-09 18:46:00,6 hours ," no funds buy new shares, only robin-hooders do.",0.7272727272727273,0.06818181818181818,Positive
2020-10-09 18:46:00,6 hours ," judgement day is coming , don't get me my wrong tesla is a great company , stock price / market cap is something else",0.825,0.15000000000000002,Positive
2020-10-09 16:46:00,8 hours , he should be president from a prison cell -- otherwise super spreader will murder many more!,0.5555555555555555,0.4861111111111111,Positive
2020-10-09 16:46:00,8 hours , satanic liar & cheater in chief!,0.0,0.0,Neutral
2020-10-09 15:46:00,9 hours , 5 straight profitable quarters is in the bag. i don't want it but sp inclusion is inevitable within next 2 quarters. tesla is firing on all cylinders. tesla doesn't have a moat. they have an ocean.,0.4666666666666666,0.06666666666666667,Positive
2020-10-09 18:46:00,6 hours , nothing stops this train,0.0,0.0,Neutral
2020-10-09 18:46:00,6 hours ," exciting times ahead for the market and tsla. stimulus bill passing, er and sp500 inclusion. when tsla smashes earnings expectations, sp500 will be guaranteed as the sum of its trailing 4 consecutive quarters have been positive! let's go tsla...smash them haters, naysayers and crybabies! show me the $$!!!",0.6727272727272727,0.49679066051136356,Positive
2020-10-08 00:46:00,2 days , this is all anyone with common sense needs to know...the communist party usa has endorsed biden/harris. they had endorsed obama/biden twice. vote trump/pence for freedom in the u.s.a..,0.5,-0.3,Negative
2020-10-09 14:46:00,10 hours ," hey option traders, may i ask you a question? i have a 2021 jan tesla call option, the strike price at 420, it is already in the money, but i am still losing money in this trade. may i know why? thanks a lot!",0.2,0.25,Positive
2020-10-09 06:46:00,18 hours ," why would people short a company that's trying to save the world (and even if you don't believe, you can't denied that breathing that toxic smoke is good for you) and trying to shake this stagnant old sector that little has moved in the last 50 years. plus helping tesla you are also helping spacex who wants make the humankind a interplanetary species. you basically trying to short a company that's doing so good and so much for us for a quick buck? maybe you really deserve this company to go bankrupt.",0.3242424242424243,0.2041666666666667,Positive
2020-10-09 16:46:00,8 hours ," although i sold cheaper two days ago due to my plan, im still happy. fastly did the job. 2021 gonna be beautiful. bless the president and people that want to be happy, not sad",0.8291666666666666,0.4625000000000001,Positive
2020-10-09 15:46:00,9 hours ," tesla (tsla) - get report was upgraded to buy from neutral by new street research pierre ferragu, who lifted his price target to a wall street-high $578",0.45454545454545453,0.13636363636363635,Positive
2020-10-09 14:46:00,10 hours , anyone else here waiting for the last minute drop so we can buy more shares before the weekend?,0.2833333333333333,0.25,Positive
2020-10-07 00:46:00,3 days , tesla wins street-high $578 price target as new street sees 'hyper growth' ,0.32727272727272727,0.21818181818181817,Positive
2020-10-09 17:46:00,7 hours , run up to earnings will begin next week,0.0,0.0,Neutral
2020-10-07 00:46:00,3 days , tesla wins street-high $578 price target as new street sees 'hyper growth',0.32727272727272727,0.21818181818181817,Positive
2020-10-09 15:46:00,9 hours , hyundai recalling their kona ev in the us and s. korea because of faulty battery cells which pose a fire risk. wait until the competition comes they told us.,0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours , here comes the selloff. it will be in the red by the end of the day.,0.0,0.0,Neutral
2020-05-10 00:46:00,153 days ," elon caused the entire market to sell off. what a freaking moron. his tweet storm at 8:11 am pst triggered massive selling in tsla stock, triggering the nasdaq to sell off, causing others to panic thinking the market was selling off and then they sold off too. lawsuits are coming.",0.875,-0.26666666666666666,Negative
2020-10-09 15:46:00,9 hours ," tsla stock price is imho too rich at the moment but damn when you watch tests about audi etron, mercedes eqc and vw id3, its easy to understand that they are way ahead of competition and that old manufacturers may suffer a lot in the near future...",0.4616666666666667,0.20166666666666666,Positive
2020-10-09 14:46:00,10 hours , what going on with this stock...its lost it mojo baby!!,0.0,0.0,Neutral
2020-10-09 14:46:00,10 hours , > ann 1 hour ago,0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours , what are some good reasons to hold over the weekend? please be accurate and succinct.,0.6166666666666667,0.55,Positive
2020-10-09 09:46:00,15 hours , people who sold tesla thinking the market will dump such a gem. hahaha. it's fair value from now. similar to amazon,0.55,0.22499999999999998,Positive
2020-10-09 16:46:00,8 hours , congrats to all who made money here and sold. i did,0.0,0.0,Neutral
2020-10-09 16:46:00,8 hours ," laziest ive ever seen tesla , cut it already and launch will you",0.0,0.0,Neutral
2020-10-09 16:46:00,8 hours ," i've met some stupid people in my time but none more so than those who bet against a man who puts men on the space station, gambles and wins millions that he can build a battery storage system in australia in a year or they get it free, and say he can't make a profit selling cars.",0.625,0.10000000000000002,Positive
2020-09-10 00:46:00,30 days," for those that need a reminder of the current status of this 'growth' company. here are quarterly deliveries since the model 3 went into production (note that sales peaked in q4-2019, and they are not constrained by production. they have production capacity for almost 500,000 vehicles in q2 2020, or 125,000 vehicles per quarter).",0.4,0.0,Neutral
2020-10-09 16:46:00,8 hours , lowest volume since august 5th. few days after the massive surge began.,0.55,-0.1,Negative
2020-10-09 11:46:00,13 hours , bill on 25th amendment.......,0.0,0.0,Neutral
2020-10-09 15:46:00,9 hours ," i'm long on tesla,i saw the date of their earning report at one time but lost it. was it on oct 21? glta!",0.4,-0.0625,Negative
2020-10-09 14:46:00,10 hours , shorts are like aoc. they both talk alot bullsht,0.0,0.0,Neutral
2020-09-10 00:46:00,30 days," teslas 15% drop today. people are shorting the stock for obvious reasons! i told you there was gonna be a pull back. but on what premises? perhaps the simple fact that its over bought and i needed a breather. when things are severely over bought and its clear that a simple downward move will cause panic and selling... you know how it goes.. my theory for the drop is that the short sellers began shorting the stock, increasing selling pressure which causes weak hands to get out of the stock which causes more selling until a point where it doesnt anymore. hence the v before lunch. selling pressure is painful for the time being because you see your holdings go down severely and although we are used to those swings the average joe is not used to it and acts in what they see. what they see is a falling price> fear takes over> they sell causing more selling pressure... the same way this works for short sellers in works in favor of longs. when short % of float is up usually if theres good news all that short wave begins to cover which catapults the pps even higher and higher",0.3993253968253968,0.03347222222222222,Positive
2020-09-10 00:46:00,30 days, i sold around $125k of tesla stocks yesterday and early today. seems i did well,0.3,0.1,Positive
2020-09-10 00:46:00,30 days, bye bye people selling. you wont be missed. we dont want any sensitive snowflakes owning any shares,0.9,0.1,Positive
2020-09-10 00:46:00,30 days, so many ppl to mute in here.....,0.5,0.5,Positive
2020-09-10 00:46:00,30 days," so a tesla board director purchased 12,500 shares on options at a discounted price of under $45.00 per share on aug. 31st, immediately turned around and sold them taking in a profit of over 5 million. wasn't to long ago this happened with the new kodak stock. i'm learning about stocks but this aggravated me quite a bit. am i right or wrong in feeling this way?",0.572564935064935,-0.031980519480519484,Negative
2020-09-10 00:46:00,30 days," ""but but but other manufacturers are making evs to."" yeah and",0.375,-0.125,Negative
2020-09-10 00:46:00,30 days, most of the us stocks are crumbling.... why....,0.5,0.5,Positive
2020-09-10 00:46:00,30 days, tsla stock holders forgot it goes up and down... so many green days got ya mind hazy. made $230 shorting tech today. going back to bed now!,0.27222222222222225,0.03611111111111111,Positive
2020-09-10 00:46:00,30 days," the new giant casting machine for model y will make it 30% lighter, eliminate hundreds of robot, reduce labor time. i am sure battery day will reveal that model y has increased the milleage driven in a single charge and urther increased it with being 30% lighter. china have giant casting machines already in operational. giga berlin will have 8 giant casting machines saying goodbye to hundreds of robots. tesla could not deliver enough car to europe due to this bottleneck in manufacturing which these giant casting machine wil solve. giant casting machine is develop and patent by tesla. all these giga factory will also manufacture the battery on the same plant eliminating to transport battery from factory to factory. elon gearing up to enable these giga factory to build a million car a year. if each factory, can make its own battery, the giga factory in las vegas can dedicate itself building battery for storage energy that wll make battery for pg&e and for powerwall as storage energy for residenital solar system. the 5billion offering will ensure that tesla executes all its master plan",0.7131433381433382,0.08666125541125541,Positive
2020-09-11 00:46:00,29 days , tsla is not just a car company and should not be valued and keep compared with car companies. it is a technology company. saconochi of berstein totally missed the tsla thesis. was amzn an on-line book sales company? is aapl just a hand phone company? it is lore ilportant to evaluate a company by its new technology content. only then you get the valuation right.,0.685064935064935,0.10551948051948051,Positive
2020-09-23 00:46:00,17 days ," whole market is sold off... wall street expects short term results and tesla has long term results... we will be at 450 by next month... elon has a vision to lower battery cost and make that 25k ev which will be game over! while companies are trying to compete with tesla, elon is collecting data as we speak to roll out the taxi network!",0.3,-0.095,Negative
2020-10-09 16:46:00,8 hours , ale shorts. cover,0.0,0.0,Neutral
2020-09-26 00:46:00,14 days , ,0.0,0.0,Neutral
2020-10-08 00:46:00,2 days , so 14?,0.0,0.0,Neutral
2020-10-09 11:46:00,13 hours ,  report this clown for also inappropriate political posts. bye bye.,0.1,0.0,Neutral
2020-09-19 00:46:00,21 days , markets,0.0,0.0,Neutral
2020-10-09 15:46:00,9 hours , shorts are looking more and more like bloomberg floss-dancing in a speedo.,0.5,0.5,Positive
2020-10-09 15:46:00,9 hours , another good day for tesla and the markets.,0.6000000000000001,0.7,Positive
2020-10-09 15:46:00,9 hours , very flat week but next week tesla will put on a show. hold if youre holding.,0.08125,-0.01625,Negative
2020-09-12 00:46:00,28 days ," during the 1960's the salaries of ceos were, on average, just 20 times that of their mid-management employees. today, the base pay of those at the top is commonly 400 times that of their salaried staff, with many earning orders of magnitude more in stock options and perks. not enough for elon musk",0.5571428571428572,0.03571428571428571,Positive
2020-10-07 00:46:00,3 days , lets do some basic math here. i just bought a model y and paid $58000 if tsla produces 500000 vehicles with average price of $58000 that would be $29b dollars. wow,0.5083333333333333,-0.016666666666666663,Negative
2020-10-08 00:46:00,2 days , im tired of being long . im watching all this money go by . tesla was up $12 bucks and now it closed like 60 cents. i could if sold my 100 shares and made 3-4 k and then bought again and did all over again .,0.4000000000000001,-0.18333333333333335,Negative
2020-10-09 14:46:00,10 hours , low volume in tesla share means lack of enthusiasm in the investors in high note market.,0.41999999999999993,0.08,Positive
2020-10-09 15:46:00,9 hours , monday at open this will be popping and no longer at 430. tesla will get pass 500 ,0.5,0.0,Neutral
2020-10-09 15:46:00,9 hours , hard to borrow? whats up? didn't the shorts try their games before. people never learn!,0.5416666666666666,-0.36458333333333337,Negative
2020-10-09 15:46:00,9 hours ," hello , just stopped by cant wait to see telsa price range at 1-2k again and remember all of these shorts on this board . see ya soon;)",1.0,0.25,Positive
2020-10-09 13:46:00,11 hours , tesla will go to $1000!!!! yes is the best car company in the world!!,0.3,1.0,Positive
2020-10-09 14:46:00,10 hours , 650 mile battery is ready. smell it $$$$$$$$$$$$$$$$$$$$$. ahhhhhhh,0.5,0.2,Positive
2020-10-09 11:46:00,13 hours , democrats introduce bill on 25th amendment,0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours , tesla is not amazon ... please stop valuing them the same way.,0.125,0.0,Neutral
2020-10-09 14:46:00,10 hours , whenever they say $500 ... that is doomed ... $100 at most!,0.5,0.625,Positive
2020-10-09 14:46:00,10 hours , this junk should tank to $100 ... no value!!!!!!!!!!!!!,0.0,0.0,Neutral
2020-10-09 14:46:00,10 hours ," 450 next week, 500 after elections, before you critized just remember this will happened",0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours , how would csco in 2000 compare with tesla in 2020?,0.0,0.0,Neutral
2020-10-08 00:46:00,2 days ," michigan gov. gretchen whitmer drew a strong line between an alleged plot to kidnap her and the rhetoric of president donald trump, whose recent comments have been interpreted by right-wing militia groups as encouragement. just last week, the president of the united states stood before the american people and refused to condemn white supremacists and hate groups, whitmer, a democrat, said at a press conference thursday afternoon.",0.2928571428571428,-0.06666666666666668,Negative
2020-10-09 13:46:00,11 hours , these volumes says it all...,0.0,0.0,Neutral
2020-10-09 12:46:00,12 hours , here's a political question ........if joe biden is soooooooo far ahead in all the polls in every single state .....why would nancy polosi need to invoke the 25 amendment ?????? according to polls he'll be gone in about 60 days ! right ???,0.4625,0.07410714285714286,Positive
2020-10-09 13:46:00,11 hours , looks like a little run leading to the close. shorts covering! hahahahah,0.5,-0.234375,Negative
2020-10-09 13:46:00,11 hours , i love my $nio next huge bullish divergence about to form in 4 hour chart.,0.5,0.30000000000000004,Positive
2020-10-09 13:46:00,11 hours , ozsc going big!!! jump on now!!,0.1,0.0,Neutral
2020-10-09 12:46:00,12 hours , did you check carvana used car dealer what their stock price is and what they recent gain was?,0.25,0.0,Neutral
2020-10-09 11:46:00,13 hours , if you vote democrat you will have betrayed your country.,0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours , volume ?,0.0,0.0,Neutral
2020-10-09 13:46:00,11 hours ," people are eagerly waiting for 3q results from gm, tsla, ge, aal, dal, f, . lot of bets on these stocks",0.0,0.0,Neutral
2020-10-09 11:46:00,13 hours ," if dems are so confident they will win why is nancy antoinette trying to invoke 25th amendment? their own polls, not the fake news polls, must show them losing.",0.8083333333333333,0.35,Positive
2020-10-09 13:46:00,11 hours , charts r for 700 and no resistance until 520.,0.0,0.0,Neutral
2020-10-05 00:46:00,5 days , thanks to $tsla were making ten x  what my tesla stock is and add that to my $je and $peix,0.1,0.1,Positive
2020-10-09 12:46:00,12 hours , cant wait till lessla hits $50 a share,0.0,0.0,Neutral
2020-09-28 00:46:00,12 days ," forecast: nio will soon enter into new all time highs. higher 20s and lower 30s are within the reach based on valuation. this is based on recent developments, production forecast, er forecast, growing demand etc. nio will play a very big role in china's ev growth and lead in many ways. in short term price can be manipulated, fluctuate due to many reasons but long term players will be the real winners. according to the forecast nio will show it's potential in q4 which could be the start of market ""disruption"" in china. my analysis also shows that nio could be the first manufacturer to bring level 5 autonomous driving car to consumers not tesla with the help of mobileye. sandy munro is getting amused by tesla's grade 12 battery day presentation and talks highly about autonomous driving circuit board, obviously he hasn't pulled out a circuit board of computer or server. wall street was pumping tesla saying it has the greatest autonomous driving software but elon musk revealed on battery day that they had to rewrite the whole program from scratch. if tesla can rewrite autonomous driving software then brands like nio and vw group can write a new program. however working together with mobileye and sharing data is the best way to take autonomous driving to the next level as there have to be common protocols to be followed when it comes to connected cars. nio recently hired someone with magic hands to develop it's own autonomous driving software. so what's the biggest issue with tesla's battery day? tesla hasn't created a new battery technology, it has redesigned its own battery cell. this is is not a new idea. we all know very low power consumption devices use aaa batteries and high power consumption devices use batteries like aa, lr14 lr20 etc in normal household devices. the battery technology that we have today will change in future, chemicals in them will change to make ev more safer, so by the time tesla get to where it's planning to get competitors will unleash some amazing solutions and technology. nio is safe in every way because of battery swap technology. blue sky coming! just believe in it. $tsla $xpeng $li",0.5200378787878787,0.2483977272727273,Positive
2020-10-09 13:46:00,11 hours , looks like everyone is bought in and waiting for big vibrator stimulus tickle,0.1,0.0,Neutral
2020-10-09 11:46:00,13 hours ," biden won't win, but the only thing i agree with him is taxing the day traders",0.7,0.4,Positive
2020-10-09 13:46:00,11 hours , follow bullishcharts on youtube >>,0.0,0.0,Neutral
