date,date_posted,headline,text
2020-04-12 00:00:00,183 days ,BRIEF-Tesla tells California factory employees to return to work-email,* TESLA TELLS CALIFORNIA FACTORY EMPLOYEES FURLOUGH HAS ENDED AND THEY ARE BACK TO NORMAL EMPLOYMENT STATUS AS OF SUNDAY-COMPANY EMAIL Source text for Eikon: Further company coverage:
2020-04-12 00:00:00,183 days ,California should do whatever's needed to help Tesla reopen car factory -Mnuchin,"California should do whatever is necessary to help electric carmaker Tesla Inc reopen its only U.S. vehicle factory, U.S. Treasury Secretary Steven Mnuchin said on Monday."
2020-04-12 00:00:00,183 days ,German minister: Don't see coronavirus causing big delays to Tesla plant near Berlin,German Economy Minister Peter Altmaier said on Monday that he did not expect any major delays to the construction of Tesla's <TSLA.O> factory near Berlin due to the coronavirus pandemic.
2020-04-12 00:00:00,183 days ,"Tesla China sold 3,635 Model 3 vehicles in April, down 64% vs March: CPCA","U.S. electric vehicle maker Tesla Inc <TSLA.O> sold 3,635 Shanghai-made Model 3 vehicles in China in April, down 64% from March, according to the China Passenger Car Association (CPCA)."
2020-04-12 00:00:00,183 days ,"Amid lockdown dispute, Musk says he will move Tesla out of California",Tesla Inc's chief executive Elon Musk tweeted https://twitter.com/elonmusk/status/1259162367285317633 on Saturday that Tesla will move its headquarters and future programs to Texas or Nevada from California immediately.
2020-04-12 00:00:00,183 days ,"California county says Tesla may not reopen vehicle factory, stifling Musk's plans","Tesla Inc ""must not reopen"" its vehicle factory in the San Francisco Bay area as local lockdown measures to curb the spread of the coronavirus remain in effect, the local county health department said on Friday."
2020-04-12 00:00:00,183 days ,Tesla secures $565 million loan for Shanghai factory,"Electric carmaker Tesla Inc has entered into an agreement for a working capital loan of up to 4 billion yuan ($565.51 million) with a lender from China for its Shanghai car plant, according to a regulatory filing on Friday."
2020-04-12 00:00:00,183 days ,BRIEF-California's county tells Tesla it 'Must Not Reopen' vehicle plant at present,* CALIFORNIA'S ALAMEDA COUNTY TELLS TESLA IT 'MUST NOT REOPEN' PLANT AT PRESENT Source text for Eikon: Further company coverage:
2020-04-12 00:00:00,183 days ,Tesla has not received 'green light' to resume production: California county health official,"Tesla Inc <TSLA.O> has not been allowed to resume operations at its California vehicle factory as local lockdown measures to curb the spread of the coronavirus remain in effect, a county health official said on Friday."
2020-04-12 00:00:00,183 days ,Tesla aims to restart Fremont plant as soon as Friday - Bloomberg,"Tesla Inc plans to reopen its sole U.S. car plant in Fremont, California as soon as Friday, Bloomberg reported https://www.bloomberg.com/news/articles/2020-05-08/tesla-aims-to-restart-fremont-plant-as-soon-as-friday-musk-says?sref=y3YMCJ4e on Friday, citing an email from..."
2020-04-12 00:00:00,183 days ,MEDIA-Musk says Tesla aiming to restart Fremont plant as soon as Friday - Bloomberg,-- Note: Reuters has not verified this story and does not vouch for its accuracy
2020-04-12 00:00:00,183 days ,California sets rules to reopen manufacturing; Tesla's Musk cheers,"California has set rules to allow state manufacturers to begin reopening on Friday from a coronavirus lockdown, Governor Gavin Newsom said, drawing an enthusiastic ""Yeah!!"" on Twitter from Tesla Inc <TSLA.O> Chief Executive Elon Musk."
2020-04-12 00:00:00,183 days ,"Tesla's Musk delays release of Roadster sports car, repeats coronavirus lockdown criticism",Tesla Inc <TSLA.O> Chief Executive Elon Musk said in a podcast interview released on Thursday that the company's planned Roadster sports car would take a backseat to the development of other vehicle models.
2020-04-12 00:00:00,183 days ,Tesla stock rise appears to qualify CEO Musk for $700 million payday,"Tesla Chief Executive Elon Musk appeared to qualify on Monday for a $700 million payday, just three days after he said the electric car company's stock price was too high."
2020-04-12 00:00:00,183 days ,Tesla applies to become UK electricity provider: The Telegraph,"U.S. electric carmaker Tesla Inc has applied for a licence to supply electricity in the United Kingdom, The Telegraph reported on Saturday."
2020-04-12 00:00:00,183 days ,Tesla applies to become UK electricity provider - The Telegraph,"U.S. electric carmaker Tesla Inc has applied for a licence to supply electricity in the United Kingdom, The Telegraph reported on Saturday."
2020-04-12 00:00:00,183 days ,Tesla to extend furlough for some employees by another week: internal email,"Tesla Inc <TSLA.O> told furloughed employees on Friday that they will remain out of work for at least another week, postponing a plan to resume normal operations on May 4 at its San Francisco vehicle-assembly plant, according to an internal email."
2020-04-12 00:00:00,183 days ,Tesla tumbles after Musk tweets stock too high,Shares of Tesla Inc <TSLA.O> tumbled 9% on Friday after Chief Executive Officer Elon Musk tweeted that the electric carmaker's high-flying stock was overly expensive.
2020-04-12 00:00:00,183 days ,Tesla tumbles after tweet from Musk account saying stock too high,Shares of Tesla Inc tumbled 12% on Friday following a tweet from Chief Executive Elon Musk's Twitter account that the electric car maker's recently high-flying stock is overly expensive.
2020-04-12 00:00:00,183 days ,RPT-Tesla cuts price for China-made Model 3 cars by 10% to qualify for subsidies,U.S. electric vehicle maker Tesla Inc said in Friday it has cut the starting price for China-made Model 3 sedans by 10% to qualify for subsidies in the world's biggest auto market.
2020-04-12 00:00:00,183 days ,Tesla cuts price for China-made Model 3 cars by 10% to qualify for subsidies,U.S. electric vehicle maker Tesla Inc <TSLA.O> said in Friday it has cut the starting price for China-made Model 3 sedans by 10% to qualify for subsidies in the world's biggest auto market.
2020-04-12 00:00:00,183 days ,Investor Einhorn tweets at Tesla's Musk asking for more company financials,"One day after Tesla Inc posted its third quarterly profit in a row, hedge fund manager David Einhorn, one of the electric carmaker's best-known critics, lobbed questions about the company's financials at its two top executives."
2020-04-12 00:00:00,183 days ,Wall Street sidesteps Musk lockdown rant as Tesla numbers improve,"Wall Street brokerages gave a resounding thumbs-up to Tesla Inc's <TSLA.O> first-quarter numbers on Thursday, lauding the electric carmaker's improved gross margins and sending its shares 8% higher in trading before the opening bell."
2020-04-12 00:00:00,183 days ,Tesla's Elon Musk calling coronavirus lockdowns 'fascist' overshadows profitable quarter,"Tesla Inc's <TSLA.O> outspoken CEO Elon Musk on Wednesday called sweeping U.S. stay-at-home restrictions to curtail the coronavirus outbreak ""fascist"" as the electric carmaker posted its third quarterly profit in a row."
2020-04-12 00:00:00,183 days ,Tesla quarterly revenue beats estimates,"Tesla Inc on Wednesday beat analysts' estimates for first-quarter revenue, as the electric carmaker reported a solid number of deliveries during the period despite disruptions due to the coronavirus outbreak."
2020-04-12 00:00:00,183 days ,Corona what? Tesla retail investors appear unfazed by virus impact,"When Tesla Inc reports first-quarter results after the bell on Wednesday, many individual shareholders will not be looking for details on the subject that drives most conversations: the effect of the novel coronavirus pandemic."
2020-04-12 00:00:00,183 days ,Tesla's Musk nears $750 million options payday ahead of results,"Tesla Inc Chief Executive Elon Musk is on the cusp of a roughly $750 million payday as the electric carmaker's stock recovers from a slump caused by the coronavirus, which led the company to close its factories and furlough workers."
2020-04-12 00:00:00,183 days ,Tesla drops plan to recall some workers to California plant this week: Bloomberg News,"Tesla Inc has called off having at least some employees return to its Fremont, California plant this week and plans to bring them back the day after a local shelter-in-place order is scheduled to lift, Bloomberg News reported on Monday."
2020-04-12 00:00:00,183 days ,Tesla is calling some workers back to California factory: Bloomberg News,"Tesla Inc <TSLA.O> is calling some workers back to its San Francisco Bay Area vehicle-assembly plant next week, Bloomberg News reported on Saturday."
2020-04-12 00:00:00,183 days ,Tesla's China-made Model 3 prices rise after EV subsidies cut,U.S. electric vehicle maker Tesla Inc's prices for two China-made model 3 variants rose after authorities cut subsidies in the world's biggest auto market.
,,Breakingviews - Tesla gets board street cred it sorely needs,"Elon Musk is making Tesla’s board more sustainable. On Thursday the electric-car maker unveiled Hiromichi Mizuno as its newest director. Until last month he was the investment chief of Japan’s $1.5 trillion Government Pension Investment Fund, the world’s largest. That experience..."
,,Tesla raises China-made Model 3 prices after EV subsidies cut,U.S. electric vehicle maker Tesla Inc raised prices for two China-made model 3 variants after authorities cut subsidies in the world's biggest auto market.
2020-04-12 00:00:00,183 days ,"Bezos, Musk among billionaires gaining net worth in pandemic: report","The combined wealth of America's billionaires, including Amazon.com <AMZN.O> Inc founder Jeff Bezos and Tesla Inc <TSLA.O> chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
2020-04-12 00:00:00,183 days ,"Bezos, Musk among billionaires gaining net worth in pandemic -report","The combined wealth of America's billionaires, including Amazon.com Inc founder Jeff Bezos and Tesla Inc chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
,,"Tesla, Musk must face shareholder lawsuit over going-private tweet",A federal judge said Tesla Inc and Chief Executive Elon Musk must face a lawsuit claiming they misled shareholders when Musk tweeted that he had secured funding to take his electric car company private in a $72 billion transaction.
2020-04-12 00:00:00,183 days ,Tesla must face shareholder lawsuit over Musk's going-private tweet,A federal judge said Tesla Inc must face a lawsuit claiming it misled shareholders when Chief Executive Elon Musk tweeted in August 2018 that he was considering taking the electric car company private.
2020-04-12 00:00:00,183 days ,Tesla shares extend rally after China registration surge and nod from Goldman,"Tesla's <TSLA.O> stock extended its recent rally on Wednesday following a surge in China car registrations and after Goldman Sachs initiated coverage of the electric car maker with a ""buy"" recommendation."
,,Tesla's China car registrations surge in March as Shanghai factory back up,"U.S. electric vehicle maker Tesla Inc's <TSLA.O> China car registrations jumped 450% in March, month on month, data from auto consultancy LMC Automotive showed."
2020-04-12 00:00:00,183 days ,Tesla surges 28% in two days as traders look beyond coronavirus disruption,Shares of Tesla Inc <TSLA.O> surged 12% on Tuesday after Credit Suisse upgraded its rating on the electric carmaker and as Wall Street rallied on optimism the coronavirus outbreak was reaching a plateau.
2020-04-12 00:00:00,183 days ,"BUZZ-U.S. STOCKS ON THE MOVE-Tesla, J&J, Apple, Roku","* The Morning News Call newsletter: http://tmsnrt.rs/2fwPLTh U.S. stock index futures gained 1% on Tuesday on better-than-expected trade data from China and signs some economies were preparing to ease lockdowns, even as the first batch of earnings reports underlined the..."
2020-03-12 00:00:00,214 days ,BRIEF-Tesla Has Furloughed Around Half Of Its U.S. Sales And Delivery Employees This Week - CNBC,"* TESLA HAS FURLOUGHED AROUND HALF OF ITS U.S. SALES AND DELIVERY EMPLOYEES THIS WEEK - CNBC, CITING COMPANY INSIDERS Source: https://cnb.cx/3ccUWSf Further company coverage:"
2020-03-12 00:00:00,214 days ,"Tesla expands locally made line-up, blunting trade war impact","U.S. electric vehicle maker Tesla Inc <TSLA.O> said on Friday it has started China sales of two more Model 3 variants built at its Shanghai plant, meaning all Model 3 sedans sold in the country are now locally made and not subject to import tax."
2020-03-12 00:00:00,214 days ,Tesla starts selling two new locally made Model 3 variants in China,U.S. electric vehicle maker Tesla Inc said on Friday it has started selling two new locally made Model 3 sedan variants in China.
2020-03-12 00:00:00,214 days ,Tesla's China sales hit record high in March: industry association,"Tesla Inc sold 10,160 vehicles in China in March, its highest ever monthly sales in the world's largest auto market, the China Passenger Car Association (CPCA) said on Thursday."
2020-03-12 00:00:00,214 days ,"Tesla to furlough workers, cut employee salaries due to coronavirus",Tesla Inc <TSLA.O> told employees on Tuesday it would furlough all non-essential workers and implement salary cuts during a shut down of its U.S. production facilities because of the coronavirus outbreak.
2020-03-12 00:00:00,214 days ,"BRIEF-Tesla Announces Pay Cuts, Furloughs, And Aims To Get Back To Production By May 4- Electrek","* TESLA ANNOUNCES PAY CUTS, FURLOUGHS, AND AIMS TO GET BACK TO PRODUCTION BY MAY 4 - ELECTREK"
2020-03-12 00:00:00,214 days ,MEDIA-Tesla is making improvements to Fremont factory to up Model Y production capacity- Electrek,-- Note: Reuters has not verified this story and does not vouch for its accuracy
2020-03-12 00:00:00,214 days ,Tesla engineers show ventilator prototype on YouTube,"Engineers at Tesla Inc <TSLA.O> showed a prototype for a ventilator on Sunday evening in a video published on the company's YouTube channel, as hospitals around the country overwhelmed by coronavirus patients face device shortages."
2020-03-12 00:00:00,214 days ,"Tesla cuts contractors from California, Nevada factories: CNBC","Tesla Inc <TSLA.O> is cutting contractors from its U.S. car and battery plants, CNBC reported on Friday, citing workers and a contract staffing agency."
2020-03-12 00:00:00,214 days ,"BRIEF-Tesla Is Dismissing Contractors From Its California, Nevada Factories -CNBC, Citing Sources","* TESLA IS DISMISSING CONTRACTORS FROM ITS CALIFORNIA AND NEVADA FACTORIES -CNBC, CITING SOURCES Source text: https://cnb.cx/2V6AkVc Further company coverage:"
2020-03-12 00:00:00,214 days ,"Tesla sees strong Model Y production, deliveries; shares rise","Tesla Inc <TSLA.O> said on Thursday production and deliveries of its Model Y sport utility vehicle was significantly ahead of schedule, as the company delivered the highest number of vehicles in any first quarter to date."
2020-03-12 00:00:00,214 days ,Tesla misses estimates for quarterly deliveries,"Tesla Inc on Thursday fell short of Wall Street estimates for first-quarter vehicle deliveries, due to the production disruptions and shutdowns caused worldwide by the coronavirus pandemic."
2020-03-12 00:00:00,214 days ,"BRIEF-Tesla CEO Musk Says ""We Start Delivery Of Intratracheal Medtronic Units In NYC Tonight""- Tweet","* TESLA CEO ELON MUSK SAYS ""WE START DELIVERY OF INTRATRACHEAL MEDTRONIC UNITS IN NYC TONIGHT"" - TWEET Source text : https://bit.ly/2yp6H9D Further company coverage:"
2020-03-12 00:00:00,214 days ,"BRIEF-Short-Seller Chanos Says He Is Still ""Maximum Short"" On Tesla",* JIM CHANOS SAYS COVERED ENERGY SHORT AT THE BEGINING OF THIS WEEK - CNBC INTERVIEW
2020-03-12 00:00:00,214 days ,'Dear Elon': Ukraine takes up Tesla's ventilator offer via Twitter,Ukraine has taken to Twitter to ask Elon Musk to send it ventilators after the billionaire chief executive of Tesla Inc <TSLA.O> offered to ship them across the world during the coronavirus pandemic.
2020-03-12 00:00:00,214 days ,Tesla plans to supply FDA-approved ventilators free of cost: Musk,Tesla Inc <TSLA.O> Chief Executive Elon Musk said on Tuesday the company has extra FDA-approved ventilators that can be shipped free of cost to hospitals within regions where the electric carmaker delivers.
2020-03-12 00:00:00,214 days ,Tesla plans to supply FDA-approved ventilators free of cost - Musk,Tesla Inc Chief Executive Elon Musk said on Tuesday the company has extra FDA-approved ventilators to be shipped free of cost to hospitals within regions where the electric carmaker delivers.
2020-03-12 00:00:00,214 days ,IN BRIEF: PTAB closes door on Tesla patent challenge,Tesla Corp on Friday lost a bid to invalidate a patent on a semi-truck door design a competitor has accused it of infringing.
2020-03-12 00:00:00,214 days ,Tesla to slash on-site staff at Nevada factory by 75% due to virus: county manager,"U.S. electric carmaker Tesla Inc <TSLA.O> plans to slash on-site staff at its Nevada battery plant by around 75% due to the coronavirus pandemic, the local county manager said on Thursday."
2020-03-12 00:00:00,214 days ,Two Tesla employees test positive for coronavirus: company email,"Two employees of Tesla Inc have tested positive for coronavirus but have been working from home for the past two weeks and had not been symptomatic at work, Tesla said in an email to employees on Thursday."
2020-03-12 00:00:00,214 days ,E.ON to link Tesla's German Gigafactory to the grid,(This March 25 story corrects after E.ON says it will not provide energy solutions to Tesla and has not been given 18 months to do it)
2020-03-12 00:00:00,214 days ,Two Tesla employees test positive for coronavirus - Business Insider,"Two employees of Tesla Inc have tested positive for coronavirus, Business Insider reported on Thursday, citing an internal email."
2020-03-12 00:00:00,214 days ,Tesla to reopen New York plant 'as soon as humanly possible' to make ventilators: Musk,"Tesla Inc <TSLA.O> will reopen its New York factory ""as soon as humanly possible"" to manufacture ventilators for coronavirus patients, Chief Executive Officer Elon Musk said on Twitter on Wednesday."
2020-03-12 00:00:00,214 days ,"Tesla to reopen New York plant ""as soon as humanly possible"" to make ventilators - Musk","Tesla Inc will reopen its New York factory ""as soon as humanly possible"" to manufacture ventilators for coronavirus patients, Chief Executive Officer Elon Musk said on Twitter. (Reporting by Munsif Vengattil in Bengaluru)"
2020-03-12 00:00:00,214 days ,Tesla CEO says bought ventilators in China for U.S,"Tesla bought hospital ventilators in China and shipped them to the United States, CEO Elon Musk said on Tuesday."
2020-03-12 00:00:00,214 days ,Panasonic to suspend battery production at Tesla joint venture in Nevada due to coronavirus,(This story was refiled to say news was earlier reported by the Reno Gazette Journal)
2020-03-12 00:00:00,214 days ,"Ford, GM, Tesla getting 'go ahead' to make ventilators: Trump","U.S. President Donald Trump said on Sunday that U.S. automakers Ford Motor Co, General Motors Co and Tesla Inc had been given the green light to produce ventilators and other items needed during the coronavirus outbreak."
2020-03-12 00:00:00,214 days ,Tesla's China car registrations fall 35% month-on-month in February,"U.S. electric vehicle maker Tesla Inc's <TSLA.O> China car registrations fell 35% in February, month on month, data from auto consultancy LMC Automotive showed."
2020-03-12 00:00:00,214 days ,Tesla suspends production at U.S. vehicle factory due to coronavirus,"Tesla Inc said on Thursday it will suspend production at its San Francisco Bay Area vehicle factory on March 24, ending a standoff with California authorities concerned about the spread of the coronavirus."
2020-03-12 00:00:00,214 days ,Tesla to temporarily suspend production at Fremont factory,"Tesla Inc said on Thursday it has decided to temporarily suspend production at its Fremont factory from Tuesday. The factory in New York will also suspend production, it said."
2020-03-12 00:00:00,214 days ,BRIEF-California city of Fremont to meet with Tesla to discuss virus lockdown-spokesman,* CALIFORNIA CITY OF FREMONT IS MEETING WITH TESLA TODAY TO DISCUSS CORONAVIRUS LOCKDOWN ORDER-ALAMEDA COUNTY SPOKESMAN Source text for Eikon: Further company coverage:
2020-03-12 00:00:00,214 days ,Tesla's Musk offers to make ventilators amid shortage in coronavirus battle,"Hundreds of Twitter users welcomed on Thursday an offer by Tesla's chief executive, Elon Musk, to make ventilators for coronavirus sufferers, after the United States appealed for donations of respirator masks to combat a shortage."
2020-03-12 00:00:00,214 days ,"Tesla to limit workers at California factory with virus lockdown order, county says","Tesla Inc has agreed to reduce the number of active workers at its California vehicle factory, but remains in talks about other measures to comply with a regional lockdown to curb the spread of coronavirus, a county spokesman said on Wednesday."
2020-03-12 00:00:00,214 days ,Tesla prepares to reduce staff by 75% at California plant: Bloomberg News,"Tesla Inc <TSLA.O> is preparing to reduce staffing by about 75% at its lone U.S. assembly plant after initially resisting an order from the local sheriff, Bloomberg News reported on Wednesday, citing a county spokesman."
2020-03-12 00:00:00,214 days ,BRIEF-Tesla Preparing To Reduce Staffing By About 75% At Its Lone U.S. Assembly Plant After Initially Resisting Order From Local Sheriff- Bloomberg News,* TESLA PREPARING TO REDUCE STAFFING BY ABOUT 75% AT ITS LONE U.S. ASSEMBLY PLANT AFTER INITIALLY RESISTING ORDER FROM LOCAL SHERIFF- BLOOMBERG NEWS Source text: https://bloom.bg/39Xba1j Further company coverage:
2020-03-12 00:00:00,214 days ,BRIEF-California county and city attorneys discussing reactions to Tesla factory operating despite lockdown order,* ATTORNEYS FOR CALIFORNIA'S ALAMEDA COUNTY AND CITY OF FREMONT DISCUSS HOW TO RESPOND TO TESLA FACTORY OPERATING DESPITE LOCKDOWN ORDER-FREMONT POLICE SPOKESWOMAN
2020-03-12 00:00:00,214 days ,Japan's Sharp sues Tesla for patent infringement over network gear: source,"Sharp Corp has filed a patent infringement lawsuit against the Japanese unit of Tesla Inc, seeking an injunction to halt imports of some electric vehicles (EV) to Japan, a source familiar with the matter said on Wednesday."
2020-03-12 00:00:00,214 days ,Tesla California factory operating normally despite county coronavirus lockdown order-witness,Tesla Inc's U.S. vehicle factory in California on Wednesday appeared to operate normally despite an order by the county's sheriff's office to comply with a three-week lockdown in the San Francisco Bay Area to rein in the spread of coronavirus.
2020-03-12 00:00:00,214 days ,Tesla plant can't run normally in coronavirus shutdown: California county,"Tesla Inc <TSLA.O> cannot continue to operate its main U.S. vehicle plant normally as its San Francisco Bay Area home began a three-week lockdown on Tuesday to slow the spread of coronavirus, a county sheriff's office spokesman said."
2020-03-12 00:00:00,214 days ,California county says Tesla factory cannot operate normally in coronavirus shutdown,"Tesla Inc <TSLA.O> cannot operate its main U.S. vehicle factory normally as the San Francisco Bay Area has begun a three-week lockdown to rein in the spread of coronavirus, a spokesman for the county's sheriff's office said on Tuesday."
2020-03-12 00:00:00,214 days ,BRIEF-California's Alameda County evaluates whether Tesla Fremont plant can operate during coronavirus lockdown,* CALIFORNIA'S ALAMEDA COUNTY EVALUATING WHETHER TESLA MAIN FACTORY CAN OPERATE DURING BAY AREA CORONAVIRUS LOCKDOWN - COUNTY SPOKESMAN Source text for Eikon: Further company coverage:
2020-03-12 00:00:00,214 days ,REFILE-Tesla's U.S. factory to stay open as coronavirus lockdown begins -report,"U.S. electric vehicle maker Tesla Inc plans to operate its Fremont factory on Tuesday, when San Francisco's Bay Area begins a three-week lockdown to rein in the spread of a coronavirus, the Electrek online media said."
2020-03-12 00:00:00,214 days ,Musk told Tesla employees in memo to stay home if unwell: sources,"Tesla Inc <TSLA.O> Chief Executive Officer Elon Musk sent employees an email on Monday telling them to stay at home if they felt ill or uncomfortable, two people who saw the memo told Reuters."
2020-03-12 00:00:00,214 days ,BRIEF-Yusei Holdings Says Group Has Successfully Passed Accreditation Assessment Of Tesla Inc.,* GROUP HAS SUCCESSFULLY PASSED ACCREDITATION ASSESSMENT OF TESLA INC.
2020-03-12 00:00:00,214 days ,Tesla chief Elon Musk's trial postponed due to coronavirus,"Elon Musk's expected defense of a $2.2 billion deal in court was postponed on Friday from its expected Monday start, due to the coronavirus outbreak."
2020-03-12 00:00:00,214 days ,"Outspoken Tesla chief Elon Musk faces $1 billion trial, test of temperament","Elon Musk is expected to defend a $2.2 billion deal in court next week criticized by shareholders as benefiting Musk at the expense of Tesla Inc , and the outcome may depend as much on the chief executive's temperament as on the facts of the case."
2020-02-12 00:00:00,243 days ,Volkswagen says Tesla has 10-year start in electric cars,"United States electric car manufacturer Tesla has a 10-year start on rivals when it comes to building electric cars and software, Thomas Ulbrich, the Volkswagen <VOWG_p.DE> brand's board member for electromobility said on Thursday."
2020-02-12 00:00:00,243 days ,Volkswagen says Tesla has 10-year start in electric cars,"United States electric car manufacturer Tesla has a 10-year start on rivals when it comes to building electric cars and software, Thomas Ulbrich, the Volkswagen brand's board member for electromobility said on Thursday."
2020-02-12 00:00:00,243 days ,"Tesla scouting central U.S. for new factory, Musk says",Tesla Inc <TSLA.O> Chief Executive Officer Elon Musk said on Tuesday he was looking for locations in the central United States to build a new factory for the company's electric pickup truck.
2020-02-12 00:00:00,243 days ,China urges Tesla to keep products consistent as buyers complain about computers,China's industry ministry said on Tuesday it has urged Tesla Inc <TSLA.O> to keep its China-made vehicles consistent after some Chinese customers complained the U.S. electric vehicle maker put less advanced computer chips in their cars.
2020-02-12 00:00:00,243 days ,Tesla plans to expand car parts production capacity in Shanghai: government document,"Tesla Inc <TSLA.O> plans to increase its production capacity for certain car parts at its $2 billion factory in China, according to a government document seen by Reuters, as it pushes to localize its supply chain in the world's biggest auto market."
2020-02-12 00:00:00,243 days ,RPT-Tesla plans to expand car parts production capacity in Shanghai - govt document,"Tesla Inc plans to increase its production capacity for certain car parts at its $2 billion factory in China, according to a government document seen by Reuters, as it pushes to localise its supply chain in the world's biggest auto market."
2020-02-12 00:00:00,243 days ,Top Tesla investor says Tesla is 'better run' after leadership shuffle - FT,"Tesla Inc's biggest institutional investor considers Tesla to be ""better run"" after its regulatory battles following the hiring of independent directors to oversee Chief Executive Officer Elon Musk, the Financial Times reported on Sunday."
2020-02-12 00:00:00,243 days ,Tesla CEO Elon Musk tweets that 'coronavirus panic is dumb',"Tesla Inc's Chief Executive Officer Elon Musk tweeted on Friday that the coronavirus ""panic"" was ""dumb""."
2020-02-12 00:00:00,243 days ,"Tesla advertises for solar, energy storage staff in China","Tesla Inc <TSLA.O> has advertised for solar and energy storage project managers in China, as the U.S. electric vehicle maker moves to expand its energy business into the country."
2020-02-12 00:00:00,243 days ,Tesla wins approval to sell longer-range China-made Model 3 vehicles,"Tesla Inc has secured Chinese government approval to sell longer-range China-made model 3 vehicles in China, the Ministry of Industry and Information Technology said on Friday."
2020-02-12 00:00:00,243 days ,RPT-GM to tout its electric vehicles to investors swooning over Tesla,General Motors Co executives on Wednesday will tackle one of their toughest tasks: Persuading investors that a Detroit automaker can catch up with Elon Musk and Tesla Inc as vehicles go electric.
2020-02-12 00:00:00,243 days ,GM to tout its electric vehicles to investors swooning over Tesla,General Motors Co executives on Wednesday will tackle one of their toughest tasks: Persuading investors that a Detroit automaker can catch up with Elon Musk and Tesla Inc as vehicles go electric.
2020-02-12 00:00:00,243 days ,Tesla shares slump as coronavirus hits China car registrations,Shares of Tesla Inc <TSLA.O> fell as much as 14% on Thursday on concerns about the impact of the coronavirus on the electric-car maker's vehicle registrations in China.
2020-02-12 00:00:00,243 days ,Panasonic to exit solar production at Tesla's New York plant as partnership frays,"Panasonic Corp <6752.T> said it would exit solar cell production at Tesla Inc's New York plant, the latest sign of strain in a partnership where Panasonic's status as the U.S. electric vehicle (EV) maker's exclusive battery supplier is ending."
,,"Tesla, Panasonic end solar cell partnership - Nikkei","Tesla and Panasonic are ending their partnership to produce solar cells, the Nikkei reported on Wednesday, as the Japanese electronics company ramps up efforts to divest unprofitable businesses."
2020-02-12 00:00:00,243 days ,Tesla and U.S. regulators strongly criticized over role of Autopilot in crash,"The National Transportation Safety Board on Tuesday sharply criticized Tesla Inc.'s lack of system safeguards in a fatal 2018 Autopilot crash in California and called U.S. regulators' approach in overseeing the driver assistance systems ""misguided."""
2020-02-12 00:00:00,243 days ,Tesla resumes tree cutting in Germany to build Gigafactory,"Tesla Inc <TSLA.O> said it had resumed tree cutting in Gruenheide, Germany so it can construct its first European car and battery factory following moves by environmentalists to stop local deforestation."
2020-02-12 00:00:00,243 days ,Tesla gets court approval to clear forest for German Gigafactory,"Tesla Inc <TSLA.O> got approval from a German court on Thursday to continue to cut down forest near the capital Berlin to build its first European car and battery factory, in a defeat for local environmental activists."
2020-02-12 00:00:00,243 days ,Court allows Tesla to clear forest for German Gigafactory,"A German court ruled on Thursday that Tesla Inc can continue to clear forest near the capital Berlin to build its first European car and battery factory, in a defeat for local environmental activists."
2020-02-12 00:00:00,243 days ,Exclusive: Tesla in talks to use CATL's cobalt-free batteries in China-made cars - sources,"Tesla <TSLA.O> is in advanced stages of talks to use batteries from CATL <300750.SZ> that contain no cobalt - one of the most expensive metals in electric vehicle (EV) batteries - in cars made at its China plant, people familiar with the matter said."
2020-02-12 00:00:00,243 days ,"BRIEF-Tesla CEO Elon Musk Says All Organisations Developing Advanced AI Should Be Regulated, Including Tesla - Tweet","* TESLA CEO ELON MUSK SAYS ""ALL ORGS DEVELOPING ADVANCED AI SHOULD BE REGULATED, INCLUDING TESLA"" - TWEET Source text - http://bit.ly/2SWmROo Further company coverage:"
2020-02-12 00:00:00,243 days ,Tesla ordered by German court to stop cutting down trees for Gigafactory,"A German court on Sunday ordered Tesla Inc to stop clearing forest land near the capital Berlin to build its first European car and battery factory, a victory for local environmental activists."
2020-02-12 00:00:00,243 days ,"Bridgewater, Viking among big hedge funds that added Tesla in fourth quarter before rally","Billionaire Ray Dalio's Bridgewater Associates, Viking Global Investors, and Granite Point Capital were among prominent hedge funds placing new bets on electric carmaker Tesla Inc <TSLA.O> in the fourth quarter, positioning them to gain from its nearly 100% rally over the..."
,,"Tesla to recall 3,183 Model X vehicles in China: market regulator","Tesla Inc <TSLA.O> will recall 3,183 Model X vehicles in China, because of a potential issue that could make steering harder and increase the risk of a crash, according to the country's market regulator."
2020-02-12 00:00:00,243 days ,Tesla seeks to tap into stock surge with $2 billion share sale,"Tesla Inc on Thursday announced plans to raise $2 billion in a stock offering, tapping into an astronomical jump in its share price over the past few months and reversing the electric-car maker's often-stated policy of avoiding sales of new stock."
2020-02-12 00:00:00,243 days ,Tesla seeks to raise $2 bln through stock offering,Tesla Inc said on Thursday it plans to raise $2 billon by selling shares through a public offering.
2020-02-12 00:00:00,243 days ,"Tesla recalls 15,000 Model X SUVs for power steering issue in North America","Tesla Inc <TSLA.O> is recalling 15,000 Model X SUVs because of a potential issue that can lead to a loss of power steering assist that could make steering harder and increase the risk of a crash."
