,Date,Text
66,2020-09-08T21:50:00Z,"Dow Jones futures fell 300 points before trimming losses late Tuesday, while S&amp;P 500 futures and Nasdaq 100 futures were also sharply lower, on coronavirus vaccine news, following Tuesday's stock… [+7855 chars]"
67,2020-09-08T20:53:19Z,"Mega-cap tech stocks like Apple (AAPL), Amazon (AMZN), Microsoft (MSFT), Facebook (FB), and Tesla (TSLA) (if you consider that a tech stock) have been hammered over the past few days, pulling down th… [+5361 chars]"
68,2020-09-08T20:53:00Z,"Mega-cap tech stocks like Apple (AAPL), Amazon (AMZN), Microsoft (MSFT), Facebook (FB), and Tesla (TSLA) (if you consider that a tech stock) have been hammered over the past few days, pulling down th… [+5348 chars]"
69,2020-09-08T20:42:36Z,"Tuesday kicked off a short trading week with another rout for technology stocks, led by Tesla Inc., which plunged 21.1%.But that decline and its 33.7% collapse so far this month is only a dent in the… [+4449 chars]"
70,2020-09-08T20:38:08Z,"Tesla (TSLA, -21.06%) had its biggest one-day percentage drop as it continued to chip away at the gains it made after it announced its stock split.
The decline topped the previous record of a 19.3% … [+361 chars]"
71,2020-09-08T20:35:00Z,"The bear is back in the pandemic era. After ushering in the ninth month of the year with record highs, its shaping up to be one of the worst starts to a September for the Nasdaq Composite Index and t… [+2397 chars]"
72,2020-09-08T20:16:35Z,"After reporting strong second-quarter results on July 29, 2020, Ultra Clean Holdings (UCTT) rallied to new yearly highs. After topping $31.10, the tech wreck pulled UCTT stock lower. The market sold … [+5126 chars]"
73,2020-09-08T20:06:25Z,"Whitney Tilson’s email to investors discussing Doug Kass’ comments: What Does Etsy Tell You About Tesla?; Insider trading?; David Portnoy.
Get Our Activist Investing Case Study!
Get the entire 10-p… [+2907 chars]"
74,2020-09-08T19:37:00Z,The Dow Jones Industrial Average led the way but still fell 2.2% in late-afternoon trade as stocks struggled to rally from session lows. Meanwhile former Dow Jones component General Motors (GM) broke… [+4253 chars]
75,2020-09-08T19:23:11Z,"There are a number of reasons why you might be interested in the future sales/revenue growth of a company. For instance, in order to perform a discounted cash flow analysis of a stock, it's one of th… [+13491 chars]"
76,2020-09-08T19:00:00Z,"Saudi Arabias ultra-ambitious Vision 2030…
As COVID forces different industries…
QuantumScape, a 10-year old Silicon…
By Josh Owens - Sep 08, 2020, 2:00 PM CDTOil prices crashed at the start of th… [+5729 chars]"
77,2020-09-08T18:30:00Z,"It probably wont take a great deal of persuasion to convince investors that theres an age of disorder.Thats the title of a new Deutsche Bank research note, which says the world is entering its sixth … [+4680 chars]"
78,2020-09-08T17:56:06Z,Electric vehicle and renewable energy products manufacturer Tesla Inc's (NASDAQ:TSLA) shares took a beating on the open market today after the S&amp;P Global decided to skip the company for inclusion… [+3857 chars]
79,2020-09-08T17:11:00Z,"getty
The stock market continued its decline on Tuesday morning, with indices entering a third straight session of aggregate losses. Investors continued to flee the summers top-performing shares, an… [+7213 chars]"
80,2020-09-08T17:10:00Z,"The interior view of a Tesla Motors Inc. Model S P90D, a model with some autopilot features, is seen ... [+] during an exhibition featuring several self-driving cars outside of the Dirksen Senate Off… [+7573 chars]"
81,2020-09-08T17:02:36Z,"Editors Note: This is a free edition of The Technical Indicator, a daily MarketWatch subscriber newsletter. To get this column each market day, click here.Technically speaking, the major U.S. benchma… [+21290 chars]"
82,2020-09-08T16:57:30Z,"Shares of Nikola Corp. rocketed higher Tuesday, after the battery- and hydrogen-electric vehicles maker disclosed a large equity investment by General Motors Co., as well as a potential game changing… [+4547 chars]"
83,2020-09-08T16:40:02Z,"By ALT Perspective
September started with the ""fear of missing out"" syndrome at a high. Chinese equities, however, did not perform as well early in the week, dragged down by an unabated hostility to… [+17905 chars]"
84,2020-09-08T16:40:02Z,"By ALT Perspective
September started with the ""fear of missing out"" syndrome at a high. Chinese equities, however, did not perform as well early in the week, dragged down by an unabated hostility to… [+17707 chars]"
85,2020-09-08T16:38:30Z,"A Tale of Rise and Fall
I haven't written for Seeking Alpha in a couple of months but thought I would take the time to catch up with my readers. While the recent stock market run has been a lot of f… [+4051 chars]"
86,2020-09-08T16:34:16Z,"Commenting on Tesla’s double-digit drop and todays trading Gorilla Trades strategist Ken Berman said:
Get Our Activist Investing Case Study!
Get the entire 10-part series on our in-depth study on a… [+2572 chars]"
87,2020-09-08T16:06:18Z,"A market sell-off triggered by Teslas dumping of $5 billion worth of stock continued on Tuesday, with the electric vehicle share price sinking by more than 15% in the early hours of trade.
Tesla sto… [+1675 chars]"
88,2020-09-08T16:00:49Z,"Underdogs v. Overdogs
If you want to place a bet on who comes out on top in the next Disney (DIS) cartoon, bet on plucky little upstarts. The smaller, weaker outcasts defy the odds and win the day p… [+11813 chars]"
89,2020-09-08T15:50:00Z,"Thats Andrew Parlin, founder and chief investment officer of investment advisory Washington Peak, joining the growing chorus of bearish market pundits in an op-ed for the Financial Times over the wee… [+2788 chars]"
90,2020-09-08T15:43:09Z,"Dangerous Market Redux
In November of 2019, I penned an article in this section of cyberspace where I suggested the equity markets were the most dangerous in the history of history. A significant ma… [+5604 chars]"
91,2020-09-08T15:23:00Z,"Electric vehicles are now among the hottest segments of the stock market. Tesla(NASDAQ:TSLA) leads the way, but NIO Inc(NYSE:NIO), Nikola Corporation(NASDAQ:NKLA), Blink Charging(NASDAQ:BLNK), and Wo… [+6646 chars]"
92,2020-09-08T15:20:05Z,"The S&amp;P 500 index committee said ""No"" to Tesla, Inc. (TSLA) and other high-flying momentum stocks in Friday's post-market release, adding three lesser-known blue chips to the iconic benchmark, ef… [+4498 chars]"
93,2020-09-08T15:05:39Z,"Tesla 
 TSLA
 shares are being sold off aggressively this morning, a move I believe is a reaction to the companys non-addition to the S&amp;P 500 Friday.   The S&amp;Ps committee instead announced … [+5455 chars]"
94,2020-09-08T14:59:00Z,"If you thought last weeks Tech selling was just the market flinching ahead of the holiday, Tuesday morning feels like an ugly wake-up call. 
The dip-buying mentality from Friday didnt spill over as … [+11324 chars]"
95,2020-09-08T14:49:03Z,"Beyond Meat (BYND) seems to be laughed at among the investor community, even being called 'the Tesla of the meat industry'. Many investors and authors on Seeking Alpha seem to be comparing Beyond Mea… [+17311 chars]"
96,2020-09-08T14:35:00Z,"Well, that escalated quickly... All of a sudden, out of nowhere, the Nasdaq, and most especially its high-flying mega-tech members, are collapsing faster than an Adam Schiff narrative. No news, no ea… [+2124 chars]"
97,2020-09-08T14:14:00Z,"Investors can expect rocky trading in shares on Tuesday with Tesla bulls looking for answers to why the 
 S&amp;P 500
 Index committee left 
 Tesla
 stock out of the index when announcing a quart… [+4597 chars]"
98,2020-09-08T14:08:13Z,Venerable automaker General Motors Co. (NYSE: GM) and upstart electric and fuel-cell truck maker Nikola Corp. (NASDAQ: NKLA) have agreed to a strategic partnership that gives GM an 11% stake in Nikol… [+2467 chars]
99,2020-09-08T14:05:19Z,"U.S. equity markets were under pressure Tuesday as the bruising sell-off in technology shares continued for a third straight session. 
The Nasdaq Composite fell 2.48% as mega-cap tech stocks Alphabe… [+4681 chars]"
100,2020-09-12T19:16:42Z,"Andrew Bary and Avi Salzman's ""Retail Investors Are Fueling the Nasdaq's Wild Ride"" points out how heavy buying of call options on stocks like Apple Inc (NASDAQ: AAPL) and Tesla Inc (NASDAQ: TSLA) ar… [+2102 chars]"
101,2020-09-12T13:00:00Z,"Most investors invest the majority of their capital into regular stocks and bonds.
I prefer to invest most of my capital into real assets investments, which include REITs, MLPs, YieldCos, and other … [+11960 chars]"
102,2020-09-12T09:30:00Z,"Tesla 
 TSLA
 has been the main stock market headline in the electric vehicle business, becoming the most valuable car company in the world, and passing Visa to become the seventh largest US compan… [+5147 chars]"
103,2020-09-12T08:55:00Z,"Traders in the S&amp;P 500 pit at the Chicago Mercantile Exchange Group (Photo by John Gress/Corbis via ... [+] Getty Images)
Corbis via Getty Images
Volume has played an important role in my analy… [+6730 chars]"
104,2020-09-11T23:25:13Z,"Kwamé Adams, a 30-year-old from Georgia, says he started buying stock options on his Robinhood app in August after watching tutorials on YouTube. Tech stocks were surging, and Adams realized that you… [+9399 chars]"
105,2020-09-11T22:05:24Z,"Tesla (TSLA) stock has taken investors on quite the roller-coaster ride. It is now trading at $372.72 per share, down 25% this month, which in turn reflects a 13% rise from $330 per share just a few … [+2309 chars]"
106,2020-09-11T20:46:00Z,"Image source
Automaker and alternative energy company Tesla (TSLA) has been perhaps the hottest story stock in the world in 2020. The company has a charismatic founder, a variety of revenue generati… [+5963 chars]"
107,2020-09-11T20:32:24Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
108,2020-09-11T20:08:00Z,"It seems that in the popular imagination, the Millennial will always be that youngish Starbucks barista who could never quite get their financial life in order.
But while perception may be slow to c… [+15547 chars]"
109,2020-09-11T19:43:11Z,"As a supplement to this article, our team did an interview with Limelight's CSO and CFO. Link posted below for listening. We wanted to thank them both for their time and assistance.
The CDN industry… [+14304 chars]"
110,2020-09-11T19:32:38Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
111,2020-09-11T18:54:03Z,"Nikola (NKLA) shares were down about 15% during Thursdays session, even after the company released a statement calling a recent short-seller report not accurate and a hit job for short sale profit dr… [+4497 chars]"
112,2020-09-11T18:46:05Z,"Whitney Tilson’s email to investors discussing Activist short-sellers; Hindenburg report on Nikola; Nikola’s lame response.
Get The Full Ray Dalio Series in PDF
Get the entire 10-part series on Ray… [+6502 chars]"
113,2020-09-11T18:33:01Z,"When looking at the history of financial markets, there have clearly been periods of excess and speculation some much more extreme than others. In older times existed the Tulip mania and South Sea bu… [+4695 chars]"
114,2020-09-11T17:44:00Z,The Dow Jones Industrial Average outperformed Friday with a mostly flat performance in afternoon trading. But the Nasdaq composite reversed sharply lower after a bearish reversal Thursday brought the… [+3904 chars]
115,2020-09-11T16:33:32Z,"""A collection of gold and silver coins and bullion. The words Gold, 999.9 Fine Gold and Fine Silver ... [+] can be seen.""
Getty
While well-known tech stocks were bouncing just a little off their re… [+3352 chars]"
116,2020-09-11T16:32:45Z,(Bloomberg) -- Apple Inc. Chief Executive Officer Tim Cook and his top deputies are focusing greater attention on developing a new generation of leaders to eventually run some of the iPhone makers mo… [+10731 chars]
117,2020-09-11T16:22:22Z,(Bloomberg) -- Apple Inc. Chief Executive Officer Tim Cook and his top deputies are focusing greater attention on developing a new generation of leaders to eventually run some of the iPhone makers mo… [+10731 chars]
118,2020-09-11T15:31:38Z,"Shareholders have been dumping energy stocks at a rapid pace so far this September, with many issues losing between 10% and 15%. Lower crude oil prices are driving the decline, although sector equiti… [+4003 chars]"
119,2020-09-11T15:00:00Z,"COVID-19 has wreaked havoc on economies across the globe and resulted in record asset writedowns. Meanwhile, the S&amp;P 500 races to new all-time highs, as most investors are already looking past th… [+11918 chars]"
120,2020-09-11T14:32:52Z,Say you are forecasting revenue for a company a year or two from now. You open your financial model and multiply an estimate of units sold times the price per unit. Fairly simple. But what is driving… [+12676 chars]
121,2020-09-11T14:30:00Z,"Julian Bridgen, the co-founder of the macroeconomic research firm MI2 Partners, believes Tesla stock (TSLA) shows signs of a bubble. He compared the stock Bitcoin (BTC) in 2017 when it hit $20,000 an… [+3297 chars]"
122,2020-09-11T14:25:35Z,"Short interest moves among automakers’ stocks were mixed during the two-week reporting period that ended on August 31. Of the companies we watch, short interest increased on two of six electric vehic… [+3284 chars]"
123,2020-09-11T14:07:02Z,"UBS lifts its price target on Tesla (TSLA-0.9%) on the expectation that the Battery Day event will feature significant announcement.
""Putting the most recent underperformance aside, investor expecta… [+1007 chars]"
124,2020-09-11T13:31:00Z,"NEW YORK, Sept. 11, 2020 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for HOLX, RDFN, ORCL, TSLA, and CCL.
Click a link below then choose between in-depth options trade idea r… [+563 chars]"
125,2020-09-11T13:01:08Z,"Stocks may have hit all-time highs again after the massive recovery since March, but the volatility has picked up in September, with the S&amp;P 500 and Nasdaq darlings seeing more selling pressure. … [+3484 chars]"
126,2020-09-11T12:31:03Z,"BY THE NUMBERS
U.S. stock futures were pointing to gains at Friday's open after early strong advances Thursday turned into steep losses by the close. The Dow Jones Industrial Average lost 405 points… [+6819 chars]"
127,2020-09-11T12:26:28Z,"Cowen said in its upgrade of the stock that it sees ""solid upside"" when the company reports earnings on September 15.
""We are upgrading ADBE to Outperform &amp; raising our PT to $555, noting 1) a r… [+965 chars]"
128,2020-09-11T12:25:00Z,"Despite its share-price slide earlier this week, Tesla's (NASDAQ: TSLA) stock has been on a tear this year. The electric-vehicle maker has seen its share price climb an impressive 340% year to date, … [+7713 chars]"
129,2020-09-11T10:48:00Z,"Thursday was the fourth ugly finish in five sessions, with the Nasdaq Composite 
 COMP, 
 -1.99%
skidding 2%, and the other major indexes backtracking as well.Andrea Cicione, head of strategy at i… [+3889 chars]"
130,2020-09-11T09:52:43Z,"Tesla's 
 TSLA, 
 +1.38%
price target was more than doubled by UBS, to $325 from $160, with kept a neutral rating. Analyst Patrick Hummel said Tesla's target was increased on expectations of raise… [+262 chars]"
131,2020-09-11T07:32:49Z,"Tesla Inc(NASDAQ: TSLA) has been one of the most popular shares in the world to talk about in 2020 so far. Tesla (and its… eccentric CEO, Elon Musk) have never spent long out of the limelight over th… [+2947 chars]"
132,2020-09-11T05:25:19Z,"In my article, Will Tesla Stock Price Crash, I laid out the likelihood for a 50%+ decline. Tesla shares peaked just after the stock split, and the initial breakdown is underway. I dont foresee a bott… [+725 chars]"
133,2020-09-11T03:32:38Z,"The Lithium Australia NL(ASX: LIT) share price has edged lower today despite the the company announcing it has strengthened IP protection for its battery recycling process.  At the time of writing, t… [+3119 chars]"
134,2020-09-14T22:22:42Z,"After Netgear's (NTGR) 19% return beat the S&amp;P 500 (SPY), which rose 13% since this post, its prospects only improved. The reemergence of the Covid-19 pandemic worldwide suggests the stay-at-home… [+5086 chars]"
135,2020-09-14T22:02:00Z,"Dow Jones futures were little changed Monday, along with S&amp;P 500 futures and Nasdaq futures. The stock market rally got a much-needed win, with Apple (AAPL) and Adobe stock rebounding bullishly a… [+8365 chars]"
136,2020-09-14T20:35:37Z,"Global stocks rose on Monday, as renewed vaccine hopes and a raft of mergers and acquisitions activity buoyed investors at the start of a big week for central banks. Tech shares rebounded ahead of Ap… [+3584 chars]"
137,2020-09-14T18:23:41Z,"Tesla Inc (NASDAQ: TSLA) has been installing the company's solar roof product for over a year now, and ramping up installation speed and production during that time.
Now it looks like Tesla will be … [+654 chars]"
