date,headline,Subjectivity,Polarity,Analysis
2020-09-23,tesla's nevada lithium plan faces stark obstacles on path to production,0.3,-0.125,Negative
2020-09-23,tesla seeks to build battery cells in berlin,0.0,0.0,Neutral
2020-09-22,"factbox: tesla could struggle to implement some of its battery advances, experts say",0.0,0.0,Neutral
2020-09-22,tesla's stock loses charge after musk's battery pitch,0.1,-0.3,Negative
2020-09-22,volkswagen's electric suv opens a new front against tesla,0.45454545454545453,0.13636363636363635,Positive
2020-09-22,volkswagen reveals id.4 electric suv with 250-mile range,0.0,0.0,Neutral
2020-09-22,"tesla's ""battery day"" drives reality check for recent share surge",0.25,0.0,Neutral
2020-09-22,asian suppliers' shares slip on tesla's cheaper battery plan,0.0,0.0,Neutral
2020-09-22,tesla's value drops $50 billion as musk's promised cheaper battery three years away,0.0,0.0,Neutral
2020-09-22,panasonic weighs options over tesla new battery production,0.45454545454545453,0.13636363636363635,Positive
2020-09-21,the musk method: learn from partners then go it alone,0.0,0.0,Neutral
2020-09-21,elon musk expected to use tesla 'battery day' to argue for the end of combustion engines,0.4,-0.1,Negative
2020-09-21,tesla's musk sees no immediate boost from 'battery day' tech unveil,0.0,0.0,Neutral
2020-09-20,musk says 'battery day' unveil will not reach high-volume production until 2022,0.0,0.0,Neutral
2020-09-20,tesla traders bet on musk battery pitch to spark rally,0.0,0.0,Neutral
2020-09-20,explainer: how to interpret tesla’s battery day lingo,0.0,0.0,Neutral
2020-09-18,"judge narrows tesla lawsuit against former employee, dismisses defamation counterclaim",0.0,0.0,Neutral
2020-09-13,"tesla wins case against former employee accused of hacking, transferring data",0.1,0.15,Positive
2020-09-13,lg chem plans to separate battery business as electric cars take off,0.0,0.0,Neutral
2020-09-13,"tesla shares rally again, boosted by 'battery day' excitement",0.0,0.0,Neutral
2020-09-13,tesla investors should be watching for m&a for s&p inclusion,0.0,0.0,Neutral
2020-09-13,tesla plans to export china-made model 3s to asia and europe - sources,0.0,0.0,Neutral
2020-09-13,tesla shares set to rally for third day after record slump,0.0,0.0,Neutral
2020-09-13,options market signals bumpy ride for tesla shares,0.0,0.0,Neutral
2020-09-13,tesla shares bounce after record plunge,0.0,0.0,Neutral
2020-09-13,"tesla loses more than combined gm, ford market value",0.3,0.1,Positive
2020-09-13,"stocks end lower as tech swoon persists, tesla in historic drop",0.0,0.0,Neutral
2020-09-13,"investors cheer as gm, nikola join forces to build electric trucks",0.0,0.0,Neutral
2020-09-13,"stocks end lower as tech swoon persists, tesla tumbles",0.0,0.0,Neutral
2020-09-13,"us stocks-stocks fall as tech remains under pressure, tesla tumbles",0.0,0.0,Neutral
2020-09-13,"us stocks-nasdaq slides as tech rout deepens, tesla hits three-week low",0.3,0.0,Neutral
2020-09-13,"us stocks-nasdaq slides as tech rout deepens, tesla hits three-week low",0.3,0.0,Neutral
2020-09-13,"us stocks-nasdaq slides as tech rout deepens, tesla hits three-week low",0.3,0.0,Neutral
2020-09-13,"us stocks-slump in tesla, apple hits wall st as tech rout deepens",0.0,0.0,Neutral
2020-09-13,"move aside robots, tesla bets on aluminium casting",0.0,0.0,Neutral
2020-09-13,us stocks snapshot-nasdaq slides 3% as tech rout deepens,0.0,0.0,Neutral
2020-09-13,tesla shares fall as it fails to make it into s&p 500 index,0.3,-0.5,Negative
2020-09-13,"gm venture's mini car becomes china's most sold ev, surpassing tesla's model 3",0.5,0.5,Positive
2020-09-13,bosnian tesla fan impatient for cybertruck release builds a lookalike,0.9,-0.2,Negative
2020-09-13,"vw not seeking a deal with tesla, ceo diess says",0.0,0.0,Neutral
2020-09-13,"etsy gets into s&p 500, tesla does not",0.0,0.0,Neutral
2020-09-13,tesla not added to s&p 500 in latest index changes,0.9,0.5,Positive
2020-09-13,tesla ceo met vw ceo during germany visit: source,0.0,0.0,Neutral
2020-09-13,tesla retreats for third day as investors cash in on gains,0.0,0.0,Neutral
2020-09-13,"musk promises tesla design overhaul, 'ravecave' at berlin plant",0.0,0.0,Neutral
2020-09-13,tesla's musk praises curevac as among most innovative firms: source,0.75,0.5,Positive
2020-09-13,tesla's musk considers curevac as one of most innovative firms - source,0.75,0.5,Positive
2020-09-13,"tesla's musk discusses vaccine project, car plant with german politicians",0.0,0.0,Neutral
2020-09-13,"after tesla's fart mode, mercedes bets on comfort to blow customers away",0.0,0.0,Neutral
2020-09-13,tesla tumbles 15% as blistering rally cools,0.0,0.0,Neutral
2020-09-13,tesla tests the circuits for german energy market push,0.0,0.0,Neutral
2020-09-13,glass lewis recommends tesla chairwoman's re-election after opposing it earlier,0.5,0.0,Neutral
2020-09-13,tesla's musk set to meet german economy minister - sources,0.0,0.0,Neutral
2020-09-13,"tesla launches $5 billion capital raise, tapping in on share surge",0.0,0.0,Neutral
2020-09-13,tesla to raise up to $5 bln in share offering,0.0,0.0,Neutral
2020-09-13,apple and tesla shares surge after stock splits kick in,0.0,0.0,Neutral
2020-09-13,"apple, tesla bid up ahead of share split open",0.5,0.0,Neutral
2020-08-13,elon musk's net worth tops $100 billion: forbes,0.05,0.15,Positive
2020-08-13,"apple and tesla are splitting their shares, but does it matter?",0.0,0.0,Neutral
2020-08-13,"tesla shares surge to record high, leaving rivals behind",0.6199999999999999,-0.12000000000000001,Negative
2020-08-13,tesla's musk hints of battery capacity jump ahead of industry event,0.0,0.0,Neutral
2020-08-13,tesla's musk hints of battery capacity jump ahead of industry event,0.0,0.0,Neutral
2020-08-13,"tesla, automakers urge ftc to seek appeal after defeat in qualcomm case",0.0,0.0,Neutral
2020-08-13,"tesla's soaring stock cracks $2,000 ahead of share split",0.0,0.0,Neutral
2020-08-13,tesla seeks approval for sensor that could detect child left in hot cars,0.42500000000000004,0.125,Positive
2020-07-13,tesla sets 5-1 stock split and its high-flying stock soars again,0.0,0.0,Neutral
2020-07-13,tesla launches five-for-one stock split,0.0,0.0,Neutral
2020-07-13,florida teen pleads not guilty to masterminding twitter hack,0.5,0.125,Positive
2020-07-13,russian dealer looks to zero customs tariff to lift tesla sales,0.0,0.0,Neutral
2020-07-13,"demand for tesla vehicles remained strong during pandemic, musk says",0.7333333333333333,0.4333333333333333,Positive
2020-07-13,tesla demand remained strong during pandemic with consumers shopping online -musk,0.7333333333333333,0.4333333333333333,Positive
2020-07-13,tesla battery supplier lg chem shares jump 10% on upbeat outlook,0.0,0.0,Neutral
2020-07-13,"computing is the new horsepower, carmaker audi says",0.45454545454545453,0.13636363636363635,Positive
2020-07-13,exclusive: panasonic aims to boost energy density in tesla batteries by 20% - executive,0.0,0.0,Neutral
2020-07-13,tesla's musk says open to supplying batteries to other automakers,0.4375,-0.0625,Negative
2020-07-13,south korea launches safety probe into tesla vehicles,0.0,0.0,Neutral
2020-07-13,tesla says it took government payroll benefits to offset coronavirus shutdowns,0.0,0.0,Neutral
2020-07-13,tesla hiring in shanghai as production ramps up,0.0,0.0,Neutral
2020-07-13,column: tesla boss musk's desire for more nickel could be a non-starter: andy home,0.5,0.5,Positive
2020-07-13,"'please mine more nickel,' musk urges as tesla boosts production",0.5,0.5,Positive
2020-07-13,"'please mine more nickel,' musk urges as tesla boosts production",0.5,0.5,Positive
2020-07-13,"tesla's profit sets up s&p 500 entry, while musk pushes for growth",0.0,0.0,Neutral
2020-07-13,tesla chooses texas for new cybertruck factory,0.45454545454545453,0.13636363636363635,Positive
2020-07-13,tesla selects texas as site for cybertruck factory,0.0,0.0,Neutral
2020-07-13,breakingviews - tesla’s wacky valuation has a link to reality,1.0,0.5,Positive
2020-07-13,tesla extends rally as traders bet on potential s&p 500 entry,1.0,0.0,Neutral
2020-07-13,tesla quarterly revenue beats estimates,0.0,0.0,Neutral
2020-07-13,tesla hiring servicing staff in 'unsupportive' singapore,0.0,0.0,Neutral
2020-07-13,how tesla defined a new era for the global auto industry,0.22727272727272727,0.06818181818181818,Positive
2020-07-13,tesla's musk qualifies for $2.1 billion payday,0.0,0.0,Neutral
2020-07-13,profit or not? analysts divided ahead of tesla's second-quarter results,0.0,0.0,Neutral
2020-07-13,tesla share rally propels some early fan investors to riches,0.3,0.1,Positive
2020-07-13,tesla registrations in california nearly halve in second quarter: data,0.2,0.05,Positive
2020-07-13,no coronavirus risk to tesla's elon musk after meeting with oklahoma governor: spokesman,0.0,0.0,Neutral
2020-07-13,tesla secures tax breaks for cybertruck factory in texas,0.0,0.0,Neutral
2020-07-13,texas county approves tax subsidies for new tesla vehicle factory,0.45454545454545453,0.13636363636363635,Positive
2020-07-13,free pizza and a 75-foot statue of musk: the battle for the next tesla plant,0.4,0.2,Positive
2020-07-13,german court bans tesla ad statements related to autonomous driving,0.3666666666666667,0.13333333333333333,Positive
2020-07-13,chongqing city district says it discussed projects with tesla,0.0,0.0,Neutral
2020-06-13,tesla taps brake on massive stock rally,1.0,0.0,Neutral
2020-06-13,"elon musk's net worth zooms past warren buffett's, bloomberg reports",0.11666666666666665,0.016666666666666663,Positive
2020-06-13,tesla to hold annual shareholder meet and 'battery day' on sept. 22,0.0,0.0,Neutral
2020-06-13,"media-tesla short sellers are down $18 bln this year, including another $4 bln in july- cnbc",0.29444444444444445,-0.07777777777777779,Negative
2020-06-13,tesla rival rivian adds $2.5 billion investment led by t. rowe price,0.0,0.0,Neutral
2020-06-13,update 1-tesla rival rivian adds $2.5 bln investment led by t. rowe price,0.0,0.0,Neutral
2020-06-13,tesla appears poised to electrify s&p 500,0.0,0.0,Neutral
2020-06-13,"tesla 'very close' to level 5 autonomous driving technology, musk says",0.5,0.30000000000000004,Positive
2020-06-13,"tesla very close to level-5 autonomous driving technology, musk says",0.5,0.30000000000000004,Positive
2020-06-13,tesla's musk approaches a $1.8 billion bonanza,0.0,0.0,Neutral
2020-06-13,"cars, a cocktail and a celebrity: south koreans succumb to tesla fever",0.0,0.0,Neutral
2020-06-13,"tesla china sold 14,954 model 3 vehicles in june, up 35% on the month",0.0,0.0,Neutral
2020-06-13,panasonic ceo says tesla's elon musk a 'genius' who can be 'overly optimistic',0.0,0.0,Neutral
2020-06-13,tesla shares surge 13% as strong deliveries drive profit optimism,0.7333333333333333,0.4333333333333333,Positive
2020-06-13,tesla shares surge 10% as strong deliveries drive profit optimism,0.7333333333333333,0.4333333333333333,Positive
2020-06-13,tesla mocks shortsellers with sale of red satin shorts,0.0,0.0,Neutral
2020-06-13,lg chem to produce tesla batteries in south korea this year as demand grows: source,0.0,0.0,Neutral
2020-06-13,"breakingviews - viewsroom: wirecard, hong kong and tesla",0.0,0.0,Neutral
2020-06-13,tesla denies reports of firing employees who chose to stay at home,0.0,0.0,Neutral
2020-06-13,"brief-tesla says recent reports that we have terminated employees due to their concerns over health practices are ""fundamentally untrue""",0.3125,-0.0625,Negative
2020-06-13,tesla to make molecule printers for german covid-19 vaccine developer curevac,0.0,0.0,Neutral
2020-06-13,update 2-tesla to make molecule printers for covid-19 vaccine developer curevac,0.0,0.0,Neutral
2020-06-13,"breakingviews - corona capital: tesla, opec",0.0,0.0,Neutral
2020-06-13,tesla's 'jaw-dropping' second-quarter deliveries send shares surging,0.0,0.0,Neutral
2020-06-13,tesla beats vehicle delivery estimates for second quarter,0.0,0.0,Neutral
2020-06-13,musk says tesla is building 'rna microfactories' for curevac,0.0,0.0,Neutral
2020-06-13,tesla becomes most valuable automaker in latest stock rally,0.7,0.5,Positive
2020-06-13,media-tesla removes batteries from scaled-back berlin factory plans - bloomberg news,0.0,0.0,Neutral
2020-06-13,tesla's musk calls on workers to help company break even in second quarter,0.0,0.0,Neutral
2020-06-13,tesla's musk calls on workers to help company break even in second quarter,0.0,0.0,Neutral
2020-06-13,texas county may decide next week on tesla tax deal; residents debate factory,0.0,0.0,Neutral
2020-06-13,"factbox: apple, google, amazon take aim at trump visa ban",0.0,0.0,Neutral
2020-06-13,column: tesla's reluctant commitment to cobalt a warning to others - andy home,0.0,0.0,Neutral
2020-06-13,"musk says tesla 'battery day', shareholder meet likely on sept. 15",1.0,0.0,Neutral
2020-06-13,elon musk sells bel-air house to chinese billionaire for $29 million: wsj,0.0,0.0,Neutral
2020-06-13,tesla wants to start building a new u.s. vehicle plant this summer,0.2772727272727273,0.16818181818181818,Positive
2020-06-13,ford to offer hands-free driving in 2021 - six years after tesla,0.0,0.0,Neutral
2020-06-13,glass lewis joins iss in opposing tesla chairwoman's re-election to board,0.0,0.0,Neutral
2020-06-13,breakingviews - tesla kills three birds with one congolese stone,0.0,0.0,Neutral
2020-06-13,tesla signs three-year pricing deal with battery cell maker panasonic,0.0,0.0,Neutral
2020-06-13,proxy adviser iss opposes re-election of tesla chairwoman,0.0,0.0,Neutral
2020-06-13,"tesla negotiating incentives for possible texas vehicle assembly plant, report says",1.0,0.0,Neutral
2020-06-13,tesla's china car registrations up 150% month on month in may,0.0,0.0,Neutral
2020-05-13,intel chip executive jim keller departs company,0.0,0.0,Neutral
2020-05-13,tesla wins china approval to build model 3 vehicles with lfp batteries: ministry,0.2,0.3,Positive
2020-05-13,"tesla shares surge past $1,000 as musk revs up the semi",0.25,-0.25,Negative
2020-05-13,tesla to start volume production of semi trucks - memo,0.0,0.0,Neutral
2020-05-13,luxury automakers outpace china's may passenger car sales recovery,0.0,0.0,Neutral
2020-05-13,tesla's elon musk calls for breakup of amazon in tweet,0.0,0.0,Neutral
2020-05-13,corrected-tesla's elon musk calls for breakup of amazon in tweet,0.0,0.0,Neutral
2020-05-13,germany rebuffs gasoline auto lobby with radical electric plan,0.0,0.0,Neutral
2020-05-13,geely's polestar to open 20 showrooms in china to compete with tesla,0.5,0.0,Neutral
2020-05-13,geely's polestar plans china showroom expansion to compete with tesla: sources,0.0,0.0,Neutral
2020-05-13,tesla cuts prices by as much as 6% in north america to boost demand,0.2,0.2,Positive
2020-05-13,"tesla to cut prices for some models in north america, china",0.0,0.0,Neutral
2020-05-13,brief-tesla drops lawsuit against california county over reopening vehicle factory,0.0,0.0,Neutral
2020-05-13,tesla's china car registrations plunge 64% month-on-month in april,0.0,0.0,Neutral
2020-05-13,tesla's china car registrations plunge 64% m/m in april,0.0,0.0,Neutral
2020-05-13,"panasonic sees strong demand from tesla, in talks to expand nevada battery plant",0.7333333333333333,0.4333333333333333,Positive
2020-05-13,panasonic reports 29% drop in annual operating profit,0.0,0.0,Neutral
2020-05-13,exclusive: tesla's secret batteries aim to rework the math for electric cars and the grid,0.7,-0.4,Negative
2020-05-13,tesla starts building long range model 3 cars at china plant,0.4,-0.05,Negative
2020-04-13,"tesla, california county reach deal to reopen u.s. plant next week",0.0,0.0,Neutral
2020-04-13,tesla's california fight heats up competition for jobs,0.0,0.0,Neutral
2020-05-13,trump wants california to let automaker tesla reopen assembly plant,0.1,0.2,Positive
2020-05-13,brief-tesla fully reopening gigafactory in nevada - the verge,0.0,0.0,Neutral
2020-05-13,"musk, texas governor talk about potential tesla move to lone star state",1.0,0.0,Neutral
2020-04-13,tesla's musk says ready for arrest as he reopens california plant against local order,0.16666666666666666,0.05000000000000001,Positive
2020-04-13,china's tesla wannabes risk running out of road in virus-stricken times,0.0,0.0,Neutral
2020-04-13,brief-alameda county says have notified tesla that they can only maintain  minimum basic operation at fremont factory until we have an approved plan,0.5625,0.0,Neutral
2020-04-13,"tesla sues california county in virus factory closure fight, threatens to leave",0.0,0.0,Neutral
2020-04-13,brief-tesla tells california factory employees to return to work-email,0.0,0.0,Neutral
2020-04-13,california should do whatever's needed to help tesla reopen car factory -mnuchin,0.0,0.0,Neutral
2020-04-13,german minister: don't see coronavirus causing big delays to tesla plant near berlin,0.16666666666666666,0.03333333333333333,Positive
2020-04-13,"tesla china sold 3,635 model 3 vehicles in april, down 64% vs march: cpca",0.2888888888888889,-0.15555555555555559,Negative
2020-04-13,"amid lockdown dispute, musk says he will move tesla out of california",0.0,0.0,Neutral
2020-04-13,"california county says tesla may not reopen vehicle factory, stifling musk's plans",0.0,0.0,Neutral
2020-04-13,tesla secures $565 million loan for shanghai factory,0.0,0.0,Neutral
2020-04-13,brief-california's county tells tesla it 'must not reopen' vehicle plant at present,0.0,0.0,Neutral
2020-04-13,tesla has not received 'green light' to resume production: california county health official,0.5,0.1,Positive
2020-04-13,tesla aims to restart fremont plant as soon as friday - bloomberg,0.0,0.0,Neutral
2020-04-13,media-musk says tesla aiming to restart fremont plant as soon as friday - bloomberg,0.0,0.0,Neutral
2020-04-13,california sets rules to reopen manufacturing; tesla's musk cheers,0.0,0.0,Neutral
2020-04-13,"tesla's musk delays release of roadster sports car, repeats coronavirus lockdown criticism",0.0,0.0,Neutral
2020-04-13,tesla stock rise appears to qualify ceo musk for $700 million payday,0.0,0.0,Neutral
2020-04-13,tesla applies to become uk electricity provider: the telegraph,0.0,0.0,Neutral
2020-04-13,tesla applies to become uk electricity provider - the telegraph,0.0,0.0,Neutral
2020-04-13,tesla to extend furlough for some employees by another week: internal email,0.0,0.0,Neutral
2020-04-13,tesla tumbles after musk tweets stock too high,0.5399999999999999,0.16,Positive
2020-04-13,tesla tumbles after tweet from musk account saying stock too high,0.5399999999999999,0.16,Positive
2020-04-13,rpt-tesla cuts price for china-made model 3 cars by 10% to qualify for subsidies,0.0,0.0,Neutral
2020-04-13,tesla cuts price for china-made model 3 cars by 10% to qualify for subsidies,0.0,0.0,Neutral
2020-04-13,investor einhorn tweets at tesla's musk asking for more company financials,0.5,0.5,Positive
2020-04-13,wall street sidesteps musk lockdown rant as tesla numbers improve,0.0,0.0,Neutral
2020-04-13,tesla's elon musk calling coronavirus lockdowns 'fascist' overshadows profitable quarter,0.0,0.0,Neutral
2020-04-13,tesla quarterly revenue beats estimates,0.0,0.0,Neutral
2020-04-13,corona what? tesla retail investors appear unfazed by virus impact,0.0,0.0,Neutral
2020-04-13,tesla's musk nears $750 million options payday ahead of results,0.0,0.0,Neutral
2020-04-13,tesla drops plan to recall some workers to california plant this week: bloomberg news,0.0,0.0,Neutral
2020-04-13,tesla is calling some workers back to california factory: bloomberg news,0.0,0.0,Neutral
2020-04-13,tesla's china-made model 3 prices rise after ev subsidies cut,0.0,0.0,Neutral
2020-04-13,"bezos, musk among billionaires gaining net worth in pandemic: report",0.05,0.15,Positive
2020-04-13,"bezos, musk among billionaires gaining net worth in pandemic -report",0.05,0.15,Positive
2020-04-13,tesla must face shareholder lawsuit over musk's going-private tweet,0.0,0.0,Neutral
2020-04-13,tesla shares extend rally after china registration surge and nod from goldman,0.0,0.0,Neutral
2020-04-13,tesla surges 28% in two days as traders look beyond coronavirus disruption,0.0,0.0,Neutral
2020-04-13,"buzz-u.s. stocks on the move-tesla, j&j, apple, roku",0.0,0.0,Neutral
2020-03-13,brief-tesla has furloughed around half of its u.s. sales and delivery employees this week - cnbc,0.16666666666666666,-0.16666666666666666,Negative
2020-03-13,"tesla expands locally made line-up, blunting trade war impact",0.0,0.0,Neutral
2020-03-13,tesla starts selling two new locally made model 3 variants in china,0.22727272727272727,0.06818181818181818,Positive
2020-03-13,tesla's china sales hit record high in march: industry association,0.5399999999999999,0.16,Positive
2020-03-13,"tesla to furlough workers, cut employee salaries due to coronavirus",0.375,-0.125,Negative
2020-03-13,"brief-tesla announces pay cuts, furloughs, and aims to get back to production by may 4- electrek",0.0,0.0,Neutral
2020-03-13,media-tesla is making improvements to fremont factory to up model y production capacity- electrek,0.0,0.0,Neutral
2020-03-13,tesla engineers show ventilator prototype on youtube,0.0,0.0,Neutral
2020-03-13,"tesla cuts contractors from california, nevada factories: cnbc",0.0,0.0,Neutral
2020-03-13,"brief-tesla is dismissing contractors from its california, nevada factories -cnbc, citing sources",0.0,0.0,Neutral
2020-03-13,"tesla sees strong model y production, deliveries; shares rise",0.7333333333333333,0.4333333333333333,Positive
2020-03-13,tesla misses estimates for quarterly deliveries,0.0,0.0,Neutral
2020-03-13,"brief-tesla ceo musk says ""we start delivery of intratracheal medtronic units in nyc tonight""- tweet",0.0,0.0,Neutral
2020-03-13,"brief-short-seller chanos says he is still ""maximum short"" on tesla",0.3,0.0,Neutral
2020-03-13,'dear elon': ukraine takes up tesla's ventilator offer via twitter,0.0,0.0,Neutral
2020-03-13,tesla plans to supply fda-approved ventilators free of cost: musk,0.8,0.4,Positive
2020-03-13,tesla plans to supply fda-approved ventilators free of cost - musk,0.8,0.4,Positive
2020-03-13,in brief: ptab closes door on tesla patent challenge,0.3333333333333333,0.0,Neutral
2020-03-13,tesla to slash on-site staff at nevada factory by 75% due to virus: county manager,0.375,-0.125,Negative
2020-03-13,two tesla employees test positive for coronavirus: company email,0.5454545454545454,0.22727272727272727,Positive
2020-03-13,e.on to link tesla's german gigafactory to the grid,0.0,0.0,Neutral
2020-03-13,two tesla employees test positive for coronavirus - business insider,0.5454545454545454,0.22727272727272727,Positive
2020-03-13,tesla to reopen new york plant 'as soon as humanly possible' to make ventilators: musk,0.7272727272727273,0.06818181818181818,Positive
2020-03-13,"tesla to reopen new york plant ""as soon as humanly possible"" to make ventilators - musk",0.7272727272727273,0.06818181818181818,Positive
2020-03-13,tesla ceo says bought ventilators in china for u.s,0.0,0.0,Neutral
2020-03-13,panasonic to suspend battery production at tesla joint venture in nevada due to coronavirus,0.375,-0.125,Negative
2020-03-13,"ford, gm, tesla getting 'go ahead' to make ventilators: trump",0.0,0.0,Neutral
2020-03-13,tesla's china car registrations fall 35% month-on-month in february,0.0,0.0,Neutral
2020-03-13,tesla suspends production at u.s. vehicle factory due to coronavirus,0.375,-0.125,Negative
2020-03-13,tesla to temporarily suspend production at fremont factory,0.0,0.0,Neutral
2020-03-13,brief-california city of fremont to meet with tesla to discuss virus lockdown-spokesman,0.0,0.0,Neutral
2020-03-13,tesla's musk offers to make ventilators amid shortage in coronavirus battle,0.0,0.1,Positive
2020-03-13,"tesla to limit workers at california factory with virus lockdown order, county says",0.0,0.0,Neutral
2020-03-13,tesla prepares to reduce staff by 75% at california plant: bloomberg news,0.0,0.0,Neutral
2020-03-13,brief-tesla preparing to reduce staffing by about 75% at its lone u.s. assembly plant after initially resisting order from local sheriff- bloomberg news,0.0,0.0,Neutral
2020-03-13,brief-california county and city attorneys discussing reactions to tesla factory operating despite lockdown order,0.0,0.0,Neutral
2020-03-13,japan's sharp sues tesla for patent infringement over network gear: source,0.75,-0.125,Negative
2020-03-13,tesla california factory operating normally despite county coronavirus lockdown order-witness,0.6499999999999999,0.15,Positive
2020-03-13,tesla plant can't run normally in coronavirus shutdown: california county,0.6499999999999999,0.15,Positive
2020-03-13,california county says tesla factory cannot operate normally in coronavirus shutdown,0.6499999999999999,0.15,Positive
2020-03-13,brief-california's alameda county evaluates whether tesla fremont plant can operate during coronavirus lockdown,0.0,0.0,Neutral
2020-03-13,refile-tesla's u.s. factory to stay open as coronavirus lockdown begins -report,0.5,0.0,Neutral
2020-03-13,musk told tesla employees in memo to stay home if unwell: sources,0.0,0.0,Neutral
2020-03-13,brief-yusei holdings says group has successfully passed accreditation assessment of tesla inc.,0.95,0.75,Positive
2020-03-13,tesla chief elon musk's trial postponed due to coronavirus,0.375,-0.125,Negative
2020-02-13,"outspoken tesla chief elon musk faces $1 billion trial, test of temperament",0.0,0.0,Neutral
2020-02-13,volkswagen says tesla has 10-year start in electric cars,0.0,0.0,Neutral
2020-02-13,volkswagen says tesla has 10-year start in electric cars,0.0,0.0,Neutral
2020-02-13,"tesla scouting central u.s. for new factory, musk says",0.3522727272727273,0.06818181818181818,Positive
2020-02-13,china urges tesla to keep products consistent as buyers complain about computers,0.25,0.25,Positive
2020-02-13,tesla plans to expand car parts production capacity in shanghai: government document,0.0,0.0,Neutral
2020-02-13,rpt-tesla plans to expand car parts production capacity in shanghai - govt document,0.0,0.0,Neutral
2020-02-13,top tesla investor says tesla is 'better run' after leadership shuffle - ft,0.5,0.5,Positive
2020-02-13,tesla ceo elon musk tweets that 'coronavirus panic is dumb',0.5,-0.375,Negative
2020-02-13,"tesla advertises for solar, energy storage staff in china",0.0,0.0,Neutral
2020-02-13,tesla wins approval to sell longer-range china-made model 3 vehicles,0.2,0.3,Positive
2020-02-13,rpt-gm to tout its electric vehicles to investors swooning over tesla,0.0,0.0,Neutral
2020-02-13,gm to tout its electric vehicles to investors swooning over tesla,0.0,0.0,Neutral
2020-02-13,tesla shares slump as coronavirus hits china car registrations,0.0,0.0,Neutral
2020-02-13,panasonic to exit solar production at tesla's new york plant as partnership frays,0.45454545454545453,0.13636363636363635,Positive
2020-02-13,tesla and u.s. regulators strongly criticized over role of autopilot in crash,0.7333333333333333,0.4333333333333333,Positive
2020-02-13,tesla resumes tree cutting in germany to build gigafactory,0.9,-0.6,Negative
2020-02-13,tesla gets court approval to clear forest for german gigafactory,0.19166666666666665,0.05000000000000001,Positive
2020-02-13,court allows tesla to clear forest for german gigafactory,0.19166666666666665,0.05000000000000001,Positive
2020-02-13,exclusive: tesla in talks to use catl's cobalt-free batteries in china-made cars - sources,0.0,0.0,Neutral
2020-02-13,"brief-tesla ceo elon musk says all organisations developing advanced ai should be regulated, including tesla - tweet",0.6,0.4,Positive
2020-02-13,tesla ordered by german court to stop cutting down trees for gigafactory,0.3962962962962963,-0.2518518518518518,Negative
2020-02-13,"bridgewater, viking among big hedge funds that added tesla in fourth quarter before rally",0.05,0.0,Neutral
2020-01-13,tesla seeks to tap into stock surge with $2 billion share sale,0.0,0.0,Neutral
2020-01-13,tesla seeks to raise $2 bln through stock offering,0.0,0.0,Neutral
2020-01-13,"tesla recalls 15,000 model x suvs for power steering issue in north america",0.0,0.0,Neutral
2020-01-13,"tesla recalls 15,000 model x suvs for power steering issue in north america",0.0,0.0,Neutral
2020-01-13,"brief-charlie munger discusses china, newspapers, tesla and elon musk, investing at daily journal annual meeting",0.0,0.0,Neutral
