date,date_posted,headline,text
2018-10-13,731 days ,tesla says may seek alternative financing sources,tesla inc said on monday it could seek alternative financing sources although it expects cash generated from its business would be enough to fund its investments and pay down debt.
2018-10-13,731 days ,tesla's elon musk reaches deal with sec over twitter use,"tesla inc chief executive elon musk has reached a deal with the u.s. securities and exchange commission to settle a dispute over musk's use of twitter, musk and the sec said in a court filing on friday."
2018-10-13,731 days ,"ending tough week, tesla shares sink to lowest in two years","tesla inc's stock price slumped 5% on friday to its lowest in two years, rounding out a rough week that included worse-than-expected quarterly results and a pitch by chief executive elon musk on autonomous cars that failed to win over investors."
2018-10-13,731 days ,new capital for tesla will come at a cost,"a capital raise for tesla inc will not come cheap and chief executive officer elon musk must finally prove to investors that he can produce and deliver model 3s and higher margin electric cars on time, wall street analysts said on thursday."
2018-10-13,731 days ,tesla solar installations slide 36 percent in first quarter,tesla inc on wednesday reported a 36 percent slide in solar installations and said it had implemented a new selling strategy months after ending a partnership to sell the rooftop systems in busy home depot stores.
2018-10-13,731 days ,"tesla reports first-quarter losses, more to come",tesla inc on wednesday reported a $700 million loss for the first quarter and said it would also lose money in the second as it struggled to deliver cars to customers and launched a cheaper version of its model 3 sedan.
2018-10-13,731 days ,twitter not amused by long wait for tesla earnings,"twitter was ablaze on wednesday with humorous commentary and speculation over why tesla inc's first-quarter earnings release was so late. as of 5:05 p.m. et (2105 gmt), one hour after the market close, the results still had not been released."
2018-10-13,731 days ,tesla's musk says considering building factory in germany,"tesla inc chief executive officer elon musk said on wednesday he was considering building a factory in germany, responding to a user's suggestion on twitter."
2018-10-13,731 days ,tesla rival rivian says ford motor invests $500 mln in firm,"u.s. electric pickup truck startup rivian automotive llc said on wednesday that ford motor co invested $500 million in the company, which is seen as one of the major rivals to tesla inc."
2018-10-13,731 days ,lucid motors names former tesla model s chief engineer as ceo,"electric carmaker lucid motors on tuesday named peter rawlinson, former chief engineer of tesla inc's model s, as its chief executive officer, effective immediately."
2018-10-13,731 days ,tesla shows off self-driving technology to investors,tesla inc broadcast a web presentation on monday to update investors about its self-driving strategy as chief executive elon musk tries to show that the electric car maker's massive investment in the sector will pay off.
2018-10-13,731 days ,model s fire video adds to tesla woes pre-results,"video of a parked tesla inc model s exploding and a wall street downgrade of the electric carmaker's stock pushed shares down 4 percent on monday, as it prepared to issue results for a troubled first quarter."
2018-10-13,731 days ,tesla to shrink board to seven directors from 11,"tesla inc said on friday that four members of its eleven-member board would be leaving over the next two years, as the electric car company looks to streamline its board."
2018-10-13,731 days ,"tesla's elon musk, sec seek more time from court to work out deal on twitter use","tesla inc chief executive elon musk and the u.s. securities and exchange commission are seeking more time from a federal court to settle a dispute over musk's use of twitter, according to a court filing thursday."
2018-10-13,731 days ,factbox: t. rowe price sheds most of its tesla stake,"t. rowe price, once the second-largest investor in tesla inc after chief executive officer elon musk, has shed most of its stake in the electric carmaker in a series of transactions over the last two quarters."
2018-10-13,731 days ,vw to take on tesla x in china from 2021 with electric suv,"volkswagen plans to build a fully electric sports utility vehicle (suv) for china from 2021, taking on the chinese market leader tesla's model x as the german carmaker ramps up production of zero emissions vehicles."
2018-10-13,731 days ,vw to launch tesla x rival for china in 2021,"volkswagen said on sunday it will build a fully electric sports utility vehicle for the chinese market from 2021, entering a segment dominated by tesla's model x."
2018-10-13,731 days ,david einhorn's greenlight says tesla 'on the brink' of failure,"david einhorn's greenlight capital renewed criticism of elon musk and tesla inc, saying the electric car company appeared to be ""on the brink"" of failure again, according to a letter sent to clients of the hedge fund on friday."
2018-10-13,731 days ,"einhorn's greenlight says tesla is ""on the brink"" -client letter","david einhorn's greenlight capital renewed criticism of elon musk and his tesla inc , saying the car maker again appeared to be on the ""brink"" of failure, according to a letter sent to clients of the hedge fund on friday."
2018-10-13,731 days ,tesla begins sales of cheapest yet model 3 car variant in china,"u.s. electric vehicle (ev) maker tesla inc on friday said it has started taking orders in china for a lower-priced version of its model 3 car, as it seeks to expand its lineup and boost sales in the world's biggest ev market."
2018-10-13,731 days ,tesla begins offering leases for model 3,"tesla inc on thursday started leasing out its model 3 sedan in the united states, in a financing option that would increase the electric car maker's customer base."
2018-10-13,731 days ,"tesla, panasonic to seek productivity gains before new battery investments","panasonic corp and tesla inc will continue to make new investments in the u.s. electric carmaker's gigafactory as needed, but believe they can squeeze more out of existing resources than previously planned, tesla said on thursday."
2018-10-13,731 days ,panasonic says reviewing further investment in tesla gigafactory,"panasonic corp is studying further investments in battery production at its gigafactory joint venture with tesla inc, the company said, responding to a media report that the two companies had frozen previous investment plans."
2018-10-13,731 days ,"exclusive: u.s. bill to boost electric car tax credits could rev gm, tesla","a bipartisan group of u.s. lawmakers introduced legislation on wednesday to expand the electric vehicle tax credit by 400,000 vehicles per manufacturer, a provision that would give a boost to tesla inc and general motors co before the existing credit comes to an end for..."
2018-10-13,731 days ,sec steps on tesla 'reasonable' to prevent problems: commissioner,"the u.s. securities watchdog's request that a federal judge hold tesla inc chief executive elon musk in contempt over the billionaire entrepreneur's use of twitter was ""reasonable,"" said a u.s. securities and exchange commission official on monday."
2018-10-13,731 days ,fiat chrysler to pay tesla hundreds of millions of euros to pool fleet,italian-u.s. carmaker fiat chrysler automobiles nv (fca) has agreed to pay electric carmaker tesla inc hundreds of millions of euros to allow tesla vehicles to be counted in its fleet to avoid fines for violating new european union emission rules.
2018-10-13,731 days ,fiat chrysler to pay tesla hundreds of millions of euros to pool fleet - ft,"italian carmaker fiat chrysler automobiles nv has agreed to pay electric carmaker tesla inc hundreds of millions of euros so that the vehicles of tesla are counted in its fleet to avoid fines for violating new european union emission rules, the financial times reported on..."
2018-10-13,731 days ,"judge orders sec, tesla's musk to meet for at least an hour on new settlement",a federal judge in manhattan on friday ordered tesla inc chief executive elon musk and the u.s. securities and exchange commission to meet for at least an hour to try to settle the agency's concerns over the billionaire entrepreneur’s use of twitter.
2018-10-13,731 days ,"elon musk safe for now as u.s. judge urges tesla ceo, sec to end tweet dispute",elon musk's job as tesla inc's chief executive appeared safe on thursday as a federal judge in manhattan urged the billionaire to settle contempt allegations by the u.s. securities and exchange commission over his use of twitter.
2018-10-13,731 days ,"factbox: elon musk, unabridged, on twitter","tesla inc chief executive elon musk is a prolific user of twitter, and a federal judge on thursday urged him to settle contempt allegations brought by the u.s. securities and exchange commission over one of his tweets."
2018-10-13,731 days ,"tesla's elon musk, sec ordered by u.s. judge to try to settle",a federal judge on thursday ordered the u.s. securities and exchange commission and elon musk to meet over the next two weeks to try to resolve matters underlying the regulator's contempt motion against the tesla inc chief executive.
2018-10-13,731 days ,tesla investors lose faith after first-quarter deliveries disappoint,"a bigger-than-expected drop in tesla inc deliveries spooked stock and bond investors, raising concern about the electric-car maker's ability to make money as chief executive elon musk headed into another legal tussle with regulators on thursday."
2018-10-13,731 days ,tesla ceo elon musk at manhattan court for contempt hearing: cnbc,"tesla inc chief executive elon musk arrived at manhattan federal court on thursday, cnbc reported, for a hearing on whether he violated a fraud agreement and should be held in contempt, the latest twist in a high-profile battle between the billionaire and the government."
2018-10-13,731 days ,tesla's junk bond slammed on car deliveries miss; cds cost surges,the price for tesla inc's $1.8 billion junk bond fell by the most in seven months and the cost to insure its debt against default surged on thursday after a bigger-than-expected drop in first-quarter deliveries.
2018-10-13,731 days ,update 1-tesla's junk bond slammed on car deliveries miss; cds cost surges,the price for tesla inc's $1.8 billion junk bond fell by the most in seven months and the cost to insure its debt against default surged on thursday after a bigger-than-expected drop in first-quarter deliveries.
2018-10-13,731 days ,tesla's junk bond slammed on car deliveries miss; cds cost surges,tesla inc's $1.8 billion junk bond price fell by the most in seven months and the cost to insure its debt against default surged on thursday after a bigger-than-expected drop in first-quarter deliveries.
2018-10-13,731 days ,tesla shares skid after first-quarter deliveries disappoint,"tesla inc shares fell more than 8 percent on thursday after a bigger-than-expected drop in first-quarter deliveries, led by waning demand for its luxury model s and x vehicles, added to worries about the electric carmaker's finances."
2018-10-13,731 days ,tesla's elon musk to square off with sec in court at contempt hearing,"lawyers for tesla inc chief executive elon musk will argue on thursday that he did not violate a fraud settlement with the u.s. securities and exchange commission and should not be held in contempt, the latest twist in a high-profile battle between the billionaire and the..."
2018-10-13,731 days ,tesla deliveries drop due to challenges shipping to europe and china,tesla inc deliveries fell 31 percent in its first quarter as the electric car maker struggled with its first shipments of the model 3 sedan to europe and china due to longer transit times.
2018-10-13,731 days ,tesla delivers fewer than expected model 3 sedans in first quarter,"tesla inc delivered fewer than expected model 3 sedans in its first quarter as the electric car maker shifted its sales focus to international markets, where transit times are longer."
2018-10-13,731 days ,tesla supplier agrees to buy gm's south korean plant for ev manufacturing,a south korean supplier of tesla inc said on friday it had agreed to buy a shuttered auto factory from general motors' local unit to start contract manufacturing of electric vehicles.
2018-10-13,731 days ,"tesla's elon musk, sec to face off in u.s. court on april 4",lawyers for elon musk and the u.s. securities and exchange commission will square off in a manhattan courtroom next week over whether the tesla inc chief executive should be held in contempt over one of his tweets.
2018-10-13,731 days ,u.s. judge schedules hearing in sec lawsuit against tesla's musk,a federal judge on tuesday scheduled an april 4 hearing to hear oral arguments in the u.s. securities and exchange commission lawsuit seeking to hold tesla inc chief executive elon musk in contempt.
2018-10-13,731 days ,"tesla, elon musk win dismissal of lawsuit over model 3 production",a federal judge in san francisco dismissed for the second time a securities fraud lawsuit brought by tesla inc shareholders alleging that the company made misleading comments about the production status of its model 3.
2018-10-13,731 days ,musk's lawyers call tweet in sec's contempt bid 'not material',"elon musk's lawyers said that the u.s. securities and exchange commission failed to satisfy its heavy burden of showing that the tesla inc chief executive should be held in contempt, and the tweet prompting its contempt motion was both proper and ""not material."""
2018-10-13,731 days ,buzz-tesla falls after cowen expects u.s. model 3 demand to be soft until $35k model release,** tesla shares down ~2 pct at $268.84 after cowen & co analysts cut pt by $20 to $180 saying they expect model 3 demand in the u.s. to be soft until release of low-margin $35k model in q2
2018-10-13,731 days ,tesla's musk tells employees vehicle deliveries 'primary priority' near end of first quarter,"tesla inc's vehicle deliveries scheduled across europe, china and north america should be a ""primary priority"" for all employees during the last 10 days of the first quarter, chief executive officer elon musk said in an email to employees on thursday."
2018-10-13,731 days ,"tesla sues former employees for allegedly stealing data, autopilot source code","tesla inc filed a lawsuit on thursday against a former engineer at the company, claiming he copied the source code for its autopilot technology before joining a chinese self-driving car startup in january."
2018-10-13,731 days ,"elon musk never sought approval for a single tesla tweet, u.s. sec tells judge","chief executive elon musk has never sought pre-approval for a single tweet about tesla inc since striking a court-approved deal about how to communicate important information about the electric vehicle maker, the top u.s. securities regulator told a judge on monday."
2018-10-13,731 days ,"elon musk tweet about tesla violates settlement agreement, u.s. regulator tells court","a tweet about tesla inc production targets by elon musk was ""a blatant violation"" of a court order to get his written communications pre-approved, u.s. securities regulators told a judge on monday, doubling down on the government's demand to find the tesla ceo in contempt..."
2018-10-13,731 days ,"tesla unveils model y as electric vehicle race heats up, price starts at $39,000","tesla inc unveiled its model y electric sports utility vehicle on thursday evening in california, promising a much-awaited crossover that will face competition from european car makers rolling out their own electric rivals."
2018-10-13,731 days ,tesla to unveil model y suv as electric vehicle competition heats up,"tesla inc will unveil its model y electric sports utility vehicle on thursday evening in california, promising a much-awaited crossover that will face competition from european car makers rolling out their own electric rivals."
2018-10-13,731 days ,china customs lifts suspension on tesla model 3 imports,"china's customs authority has lifted its suspension on imports of tesla's model 3, an official in the authority's news department told reuters on thursday."
2018-10-13,731 days ,tesla names zachary kirkhorn as cfo,tesla inc said  on thursday it appointed zachary kirkhorn as its chief financial officer to succeed deepak ahuja.
2018-10-13,731 days ,china customs lifts suspension on tesla model 3 imports - sources,"china's customs authority has lifted their suspension on imports of tesla's model 3 after the u.s. electric car maker made the necessary rectifications, two sources familiar with the matter said on thursday."
2018-10-13,731 days ,elon musk's defense of his tesla tweet will get sec response,the top u.s. securities regulator received permission from a federal judge on tuesday to respond to tesla inc chief executive elon musk's arguments that his twitter post about the electric vehicle maker’s production volume did not violate his recent fraud settlement.
2018-10-13,731 days ,u.s. regulator wants to reply to musk in tesla case,the u.s. securities and exchange commission on tuesday asked a judge for permission to respond to arguments by tesla inc chief executive elon musk that his recent tweet about the electric vehicle maker’s production volume did not violate his fraud settlement and he cannot...
2018-10-13,731 days ,elon musk shoots down u.s. regulator's complaint about his tesla tweet,"san francisco - tesla inc  chief executive elon musk shot back against u.s. securities regulators on monday, arguing in a filing that his recent tweet about the electric vehicle maker's production volume did not violate his fraud settlement and he cannot be held..."
2018-10-13,731 days ,update 2-tesla's musk nears deadline to respond to u.s. sec contempt bid,march 11 - tesla inc chief executive elon musk has until the end of the day on monday to explain why he should not be held in contempt for recent tweets that u.s. securities regulators say violated a september fraud settlement.
2018-10-13,731 days ,"tesla backtracks on store closures, plans top-end price rise","electric carmaker tesla inc backed off its plan to close all of its u.s. stores in a blog post  and instead will raise prices of its high-end vehicles by about 3 percent on average, as it strives..."
2018-10-13,731 days ,tesla's musk nears deadline to respond to u.s. sec contempt bid,march 11 - tesla inc chief executive elon musk has until the end of the day on monday to explain why he should not be held in contempt for recent tweets that u.s. securities regulators say violated a september fraud settlement.
2018-10-13,731 days ,tesla to raise vehicle prices by about 3 pct on average worldwide,electric carmaker tesla inc said on sunday it will raise vehicle prices by about 3 percent on average worldwide as it plans to keep more retail stores open.
2018-10-13,731 days ,tesla enters into agreement with chinese lenders for gigafactory,"tesla inc said on thursday it signed an agreement with lenders in china for a 12-month facility of up to 3.5 billion yuan ($521 million) for the electric carmaker's gigafactory in shanghai, and secured new commitments from banks that could be used for investments in the..."
2018-10-13,731 days ,tesla enters into agreement with chinese lenders for gigafactory,tesla inc said on thursday it signed an agreement with lenders in china for a 12-month facility of up to 3.5 billion yuan ($521.36 million) for its gigafactory in shanghai.
2018-10-13,731 days ,shanghai construction group to build first phase of tesla's shanghai plant: media,"state-owned shanghai construction group (scg) will build the first phase of u.s. electric carmaker tesla's factory in shanghai, a news portal reported on thursday."
2018-10-13,731 days ,tesla's shanghai assembly plant to be completed in may: government official,"tesla's upcoming vehicle assembly facility in shanghai is expected to be completed in may this year, a shanghai city government official said on wednesday."
2018-10-13,731 days ,top tesla shareholder says musk 'doesn't need to be ceo': barron's,"tesla inc's largest shareholder expressed its support for chief executive officer elon musk, but acknowledged that it was open to a different role for the electric carmaker's founder and ceo, barron's reported on tuesday."
2018-10-13,731 days ,tesla blames misprinted label for china customs hiccup,tesla inc said on tuesday that china's customs authorities have accepted the electric carmaker's plan to resolve problems with the clearance of its model 3 sedans that centered around misprinting of labels.
2018-10-13,731 days ,china agrees on solution to tesla customs issue: source,"china's customs authorities have accepted electric carmaker tesla inc's plan to remedy problems with the clearance of imported cars, a source familiar with the matter told reuters."
2018-10-13,731 days ,china suspends customs clearance for tesla model 3 imports - caixin,"china's customs authority has suspended customs clearance procedures for model 3 cars built by tesla inc, the financial publication caixin reported on tuesday."
2018-10-13,731 days ,"musk says $35,000 model 3 to reach volume production mid-year","tesla inc chief executive officer elon musk said on monday production of the $35,000 version of the electric carmaker's model 3 will start this month, but would not reach ""volume production"" until mid-year."
2018-10-13,731 days ,"musk says $35,000 model 3 to reach volume production mid-year","tesla inc chief executive officer elon musk said on monday production of the $35,000 version of the electric carmaker's model 3 will start this month, but would not reach volume production until mid-year."
2018-10-13,731 days ,"tesla to unveil model y on march 14, says musk","tesla inc will unveil its model y on march 14 at an event in la design studio, chief executive elon musk said on sunday."
2018-10-13,731 days ,rpt-update 1-tesla's store-shuttering strategy may pull the rug out of solar,"tesla inc's sudden decision to shutter the bulk of its stores around the world raises a red flag over the future of its solar branch, a declining business it paid $2.6 billion for in a controversial 2016 deal."
2018-10-13,731 days ,u.s. agency probing two fatal tesla crashes in florida since last sunday,"u.s. authorities are investigating a fatal tesla inc model s crash in florida last sunday that killed the driver and caused a massive fire, the second fatal tesla crash in the state this week being probed, the national highway traffic safety administration (nhtsa) said on..."
2018-10-13,731 days ,nhtsa probing two fatal tesla crashes in florida since sunday -- agency,"the national highway traffic safety administration (nhtsa) said saturday is investigating a fatal tesla inc model s crash in davie, florida that killed the driver and suffered a major fire, the second fatal crash this week the agency is probing."
2018-10-13,731 days ,tesla showroom in southern uk damaged by 'accidental' fire,british firefighters said they had brought a serious fire at a tesla showroom in southern england under control hours after it broke out on saturday morning.
2018-10-13,731 days ,tesla showroom in southern uk damaged by fire,british firefighters said they had brought a serious fire at a tesla showroom in southern england under control hours after it broke out on saturday morning.
2018-10-13,731 days ,tesla's store-shuttering strategy may pull the rug out of solar,"tesla inc's sudden decision to shutter the bulk of its stores around the world raises a red flag over the future of its solar branch, a declining business it paid $2.6 billion for in a controversial 2016 deal."
2018-10-13,731 days ,u.s. safety agencies to investigate fatal tesla crash in florida,the national highway traffic safety administration (nhtsa) and the national transportation safety board (ntsb) said they are sending teams to investigate a fatal crash in florida on friday involving a tesla inc car and a semi-trailer.
2018-10-13,731 days ,tesla settles in cash $920 million convertible bond obligation,"tesla inc has paid off a $920 million convertible bond obligation in cash, a company spokesperson said on friday."
2018-10-13,731 days ,tesla enters uncharted territory after move to dismantle store network,tesla inc's move to dismantle its network of high-end showrooms as part of a plan to launch the long-awaited cheaper version of its model 3 sedan has pushed the electric carmaker into uncharted territory for an industry that has long relied on physical stores to move the...
2018-10-13,731 days ,rpt-tesla's store-shuttering strategy may pull the rug out of solar,"tesla inc's sudden decision to shutter the bulk of its stores around the world raises a red flag over the future of its solar branch, a declining business it paid $2.6 billion for in a controversial 2016 deal."
2018-10-13,731 days ,"tesla debuts $35,000 model 3, sees loss in first quarter","tesla inc said on thursday it would not be profitable in the first quarter, as it offered for the first time a $35,000 version of its model 3 sedan and said its global sales would now be online-only, steps designed to increase demand and cut overhead costs for the electric..."
2018-10-13,731 days ,"tesla shares down 5 pct after model 3 launch, sales shake-up","wall street reacted nervously on friday to tesla inc's move to shut its network of showrooms and launch a long-awaited cheaper version of its model 3 sedan, with its shares falling 5 percent and most analysts expressing concern over the company's long-term margins."
2018-10-13,731 days ,"corrected-update 4-tesla to close many stores as $35,000 model 3 goes on sale","tesla inc said on thursday it would offer a $35,000 version of its model 3 sedan with a delivery time of two to four weeks, while closing many of its retail stores worldwide."
2018-10-13,731 days ,meet elon tusk: tesla chief changes twitter display name,"tesla inc chief executive officer elon musk changed his twitter display name to ""elon tusk"" and promised news from his electric carmaker later this week in another late-night flurry of tweets between tuesday evening and wednesday morning."
2018-10-13,731 days ,corrected-meet elon tusk: tesla chief changes twitter display name,"silicon valley billionaire elon musk changed his twitter display name to ""elon tusk"" in another late-night flurry of tweets between tuesday evening and wednesday morning, which also promised news from his electric carmaker tesla inc later this week."
2018-10-13,731 days ,volvo's polestar joins electric car race with rival to tesla 3,"volvo cars' luxury performance brand polestar unveiled its first fully electric sedan on wednesday, opening up online pre-orders for the five-seater fastback at a price and with a driving range to rival tesla's mass market model 3."
2018-10-13,731 days ,volvo's polestar joins electric car race with rival to tesla 3,"volvo cars' luxury performance brand polestar unveiled online its first fully electric sedan on wednesday, with a price and driving range to rival tesla's mass market model 3."
2018-10-13,731 days ,tesla's musk must address sec contempt bid as he calls agency 'broken',a federal judge on tuesday ordered tesla inc chief executive elon musk to explain by march 11 why he should not be held in contempt for violating his fraud settlement with the u.s. securities and exchange commission.
2018-10-13,731 days ,a look at tesla's eleven-member board,"tesla inc chief executive officer elon musk criticized the u.s. securities and exchange commission on tuesday, after it accused him of violating the terms of a settlement last year of fraud charges against him. in a filing on monday, the sec said that in a tweet on feb..."
2018-10-13,731 days ,wrapup 1-tesla's musk must address sec contempt bid as he calls agency 'broken',a federal judge on tuesday ordered tesla inc chief executive elon musk to explain by march 11 why he should not be held in contempt for violating his fraud settlement with the u.s. securities and exchange commission.
2018-10-13,731 days ,tesla's musk ordered to respond to sec contempt motion by march 11,a federal judge on tuesday ordered tesla inc chief executive elon musk to explain by march 11 why he should not be held in contempt for violating a settlement agreement with the u.s. securities and exchange commission.
2018-10-13,731 days ,"sec seeks contempt charge against tesla's musk, says tweet violates deal","the u.s. securities and exchange commission (sec) is pursuing a contempt order against tesla inc ceo elon musk, saying he violated a fraud settlement by tweeting material information without preapproval, sending the firm's shares down 5 percent."
2018-10-13,731 days ,sec asks judge to hold tesla's musk in contempt of violating deal,the u.s. securities and exchange commission on monday asked a judge to hold tesla inc's chief executive officer elon musk in contempt of violating a court's order last year.
2018-10-13,731 days ,tesla rolls out model 3 in china ahead of schedule in sales push,"tesla inc has started delivering model 3 cars in china slightly ahead of schedule, as it looks to revive its sales that have been hit hard by sino-u.s. trade tensions."
2018-10-13,731 days ,tesla's top lawyer leaves two months into the job,"tesla inc said on wednesday its general counsel dane butswinkas is leaving the electric carmaker just two months into the job, the latest in a string of top-level departures at the company."
2018-10-13,731 days ,factbox: tesla executive departures since 2016,"tesla inc on wednesday announced the departure of its general counsel dane butswinkas, just two months into the job, the latest in a string of senior level exits from the electric carmaker."
2018-10-13,731 days ,tesla's top lawyer leaves two months into the job,tesla inc said on wednesday its general counsel dane butswinkas is leaving the electric carmaker just two months after it hired him.
2018-10-13,731 days ,billionaire stanley druckenmiller placed bet against tesla during q4,"billionaire investor stanley druckenmiller bet against electric carmaker tesla inc during the fourth quarter, wagering that its share price will fall, according to quarterly filings released on thursday."
2018-10-13,731 days ,xcelerate to sell third-party warranties for evs including teslas,"auto leasing and financing company xcelerate said on thursday it has launched the first u.s. third-party extended warranties for electric vehicles, including those of market leader tesla inc, filling a void for used vehicles that have so far lacked such coverage."
2018-10-13,731 days ,t. rowe price nearly halves stake in tesla to 5.2 percent:  filing,"tesla inc shareholder t. rowe price group inc had a 5.2 percent stake in the electric car maker as of end-december, roughly half its earlier stake, a regulatory filing  showed on monday."
2018-10-13,731 days ,exclusive: tesla's delivery team gutted in recent job cuts - sources,"when tesla inc announced last month a second round of job cuts to rein in costs, one crucial department was particularly badly hit. the automaker more than halved the division that delivers its electric vehicles to north american customers, two of the laid-off workers said."
2018-10-13,731 days ,tesla cuts model 3 price for second time this year,"tesla inc said on wednesday it was lowering the price of its model 3 sedan for the second time this year, moves that come in the wake of tesla losing a tax credit that made its cars more affordable for u.s. buyers."
2018-10-13,731 days ,tesla cuts model 3 price for second time this year,"electric carmaker tesla inc is lowering the price of its model 3 by $1,100, citing the end of a costly customer referral program, a company spokeswoman said on wednesday."
2018-10-13,731 days ,"panasonic shares plunge after profit warning, tesla's maxwell deal","panasonic corp shares fell almost 6.5 percent on tuesday after the electric vehicle (ev) battery maker reported a drop in quarterly earnings and cut its full-year outlook, just as ev partner tesla inc branched out in battery tech."
2018-10-13,731 days ,tesla to buy battery tech maker maxwell technologies for $218 million,tesla inc has agreed to buy energy storage company maxwell technologies inc for $218 million in an all-stock deal that could help the electric car maker produce batteries that hold more energy and last longer at a time when it needs to cut costs and faces growing competition...
2018-10-13,731 days ,tesla to buy maxwell technologies for $218 million,"maxwell technologies inc, a developer of battery technology, said on monday it had agreed to be bought by tesla inc for $218 million. (reporting by supantha mukherjee in bengaluru editing by saumyadeb chakrabarty)"
2018-10-13,731 days ,panasonic cuts profit outlook on slowing china demand; tesla business a bright spot,japan's panasonic corp cut its annual profit outlook after disappointing quarterly earnings it blamed on a slowing chinese economy hit by a trade war with the united states that hurt demand for auto components and factory equipment.
2018-10-13,731 days ,"refile-panasonic posts 19 pct drop in q3 profit, lowers full-year outlook","japan's panasonic corp reported on monday a 19 percent drop in third-quarter operating profit and lowered its full-year earnings outlook, even though investment in its battery business with u.s. electric vehicle maker tesla inc began to pay off."
2018-10-13,731 days ,tesla begins sales of cheaper model 3 car variant in china,"u.s. electric vehicle maker tesla inc said it will start taking orders in china on friday for a lower-priced version of its model 3 car, as it seeks to accelerate china sales hit by trade friction between washington and beijing."
2018-10-13,731 days ,tesla starts selling cheaper model 3 car in china,"u.s. electric carmaker tesla inc said it will start taking orders in china on friday for a lower-priced version of its model 3 vehicle, whose price will start at 433,000 yuan ($64,300.56)."
2018-10-13,731 days ,"musk not worried about tesla model 3 demand, wall street thinks otherwise",tesla inc shares fell on thursday as wall street wondered if demand for its mass market model 3 sedan could be sustained while it tries to make substantial inroads in china.
2018-10-13,731 days ,"musk not worried about tesla model 3 demand, but wall street is",shares in tesla inc fell nearly 4 percent on thursday as wall street analysts following up on its fourth-quarter results questioned underlying demand for its crucial model 3 sedan and the electric car maker's ability to make inroads in china.
2018-10-13,731 days ,tesla cfo leaves as automaker promises profits and cheaper cars,"tesla inc's chief financial officer will leave the company as the automaker on wednesday promised cheaper model 3 sedans, the launch of chinese production this year and profits in every quarter in 2019."
2018-10-13,731 days ,factbox: tesla executive departures since 2016,"tesla inc on wednesday announced the departure of chief financial officer deepak ahuja, the latest senior executive to leave the company as it strives to ramp up electric car production and reach long-term profitability."
2018-10-13,731 days ,breakingviews - tesla’s 2019 becoming a matter of flourish or fold,"elon musk’s 2019 is shaping up to be a matter of flourish or fold. tesla’s chief executive presided over a $139 million fourth-quarter profit, unveiled after markets closed on wednesday. trouble is, it took cost cuts at the $53 billion electric-car maker to eke out even..."
2018-10-13,731 days ,"corrected-update 1-tesla sees profit in every quarter of 2019, shares fall",jan 30 - tesla inc said on wednesday it was optimistic it could make a first quarter profit and expected to generate a profit and positive free cash flow consistently beyond the first quarter as it ramps up production of its model 3 sedan.
2018-10-13,731 days ,tesla posts smaller q4 profit than previous quarter,"jan 30 - tesla inc on wednesday reported a smaller fourth-quarter profit compared with the previous three months and said model 3 production volume in california should reach 7,000 units per week by the end of the year."
2018-10-13,731 days ,saudi arabia's pif slashes exposure to tesla: ft,"saudi arabia's public investment fund (pif) has slashed its exposure to tesla inc, the financial times reported on monday, citing people with direct knowledge of the matter."
2018-10-13,731 days ,saudi arabia's pif slashes exposure to tesla - ft,"saudi arabia's public investment fund has slashed  its exposure to tesla inc, the financial times reported on monday, citing people with direct knowledge of the matter, sending the electric car maker's shares..."
2018-10-13,731 days ,tesla seen forecasting first-quarter loss after musk warning,"wall street analysts expect tesla inc to forecast a loss for the first quarter when it reports results on wednesday, having changed their expectations for a profit after chief executive officer elon musk warned of a ""very difficult"" road ahead."
2018-10-13,731 days ,tesla to cut production hours for model s and x,"tesla inc said on wednesday it is reducing production hours for higher-priced model s and model x cars, just days after saying it would cut jobs as the electric carmaker looks to make more affordable versions of the model 3 sedan."
2018-10-13,731 days ,tesla to cut production hours for model s and x,"tesla inc is reducing production hours for its higher priced electric cars model s and model x to improve efficiencies, a tesla spokesperson said on wednesday."
2018-10-13,731 days ,exclusive: tesla holds battery supply talks with china's lishen,"u.s. electric vehicle (ev) maker tesla inc  has held talks with china's tianjin lishen to supply batteries for its new shanghai factory, and two people with direct knowledge of the matter said the pair signed a preliminary agreement."
2018-10-13,731 days ,china's lishen says has not signed agreement with tesla on supplying batteries,china's tianjin lishen said on tuesday it has not signed any agreement with tesla inc  on supplying batteries to the u.s. electric vehicle maker's shanghai factory.
2018-10-13,731 days ,china's lishen says has not signed agreement with tesla on supplying batteries,china's tianjin lishen said on tuesday it has not signed any agreement with tesla inc on supplying batteries to the u.s. electric vehicle maker's shanghai factory.
2018-10-13,731 days ,exclusive -tesla says it received battery quotes from china's lishen but no deal agreed,"* tesla says it received quotes from lishen, but nothing signed"
2018-10-13,731 days ,tesla says it has no agreement with chinese battery maker lishen,"tesla inc  denied on tuesday that it had signed a preliminary agreement with tianjin lishen to supply batteries for its new shanghai car factory, saying it had received quotes from the chinese battery maker but did not proceed further."
2017-10-13,1096 days ,exclusive -tesla in talks with china's lishen over shanghai battery contract - sources,* u.s. carmaker's current exclusive supplier is japan's panasonic
2018-10-13,731 days ,tesla's model 3 gets green light in europe,"tesla's model 3 has been given the green light to hit the road in europe, clearing the final hurdle for the european introduction of the battery-powered sedan expected next month."
